Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
O15550,-0.0047,0.0378,0.0069,1811535.4530878365,1906515.4080655205,1960155.9377136219,2037448.3410638408,1908544.996839897,1836687.6631918943,1906515.4080655205,1992364.8732843383
Q9NWV8,0.0042,0.0416,0.0069,11799240.724096613,11755778.6988113,11591603.045768538,11600264.137174424,12246649.604818547,11849643.82784748,11426503.9603019,11083838.199397516
Q7KZ85,0.0039,0.0405,0.0069,17856985.019208353,18842891.471686136,18659587.400740534,18000122.137247335,17714148.837156694,18152687.76652204,18129307.719375167,19122368.08824976
Q2M296,0.0042,0.0428,0.0069,3082790.7787268483,3024551.4676145525,3172241.795364828,3197078.4172733855,3250329.551518388,3094129.8449897636,3088255.0396464583,3005454.107551939
Q5BJH7,0.0089,0.0436,0.0069,430131.3440473986,393248.7924506839,379536.1052209737,357314.1173898506,366160.71027078445,413598.97077400755,409180.6509575351,371929.99346429115
P23528,-0.0023,0.0382,0.0069,1400684719.808252,1400684719.808252,1400684719.808252,1379625983.9982371,1379625983.9982371,1379625983.9982371,1400684719.808252,1379625983.9982371
Q8IUR7,-0.0046,0.0392,0.0069,10851983.775408095,10894661.602346117,12352679.034845924,11212559.22713622,11337985.787328606,11317065.092310121,11229347.856648002,11006655.957190739
Q8TB37,-0.0046,0.0379,0.0069,1483589.8375632984,1391895.2195598541,1476279.1949323018,1480929.0978718218,1531306.8980752458,1451271.7519725224,1411868.3110869895,1385199.537235925
Q9HBR0,0.0068,0.0375,0.0069,713863.206587326,724104.4091456803,822247.3056132236,845365.6930510659,768740.0410884717,739438.0202382093,769948.4759433257,822751.6562364518
Q9UID3,-0.0041,0.0373,0.0069,3974047.3460209086,4224293.6036000345,3897567.9923124663,3951678.2905173865,3796576.24287923,4034311.438688708,3998355.446324834,4078625.460243636
Q15904,0.0052,0.0403,0.0069,3350953.0674309144,3596760.3846828383,3560341.67956749,3234469.482079376,3216493.516578088,3520564.954727296,3468591.2064349633,3504486.7768010115
Q9BXK1,-0.005,0.0417,0.0069,1238871.8836022236,1187401.220126104,1256800.4921383227,1215012.1162844938,1284715.0729408057,1161364.1622377022,1223783.2012377807,1182142.6037958388
Q12955,-0.0042,0.0376,0.0069,4036405.5974786663,4098780.041398731,4471437.375747163,4287667.228492015,4375573.376909371,4078625.460243636,4133789.2555008098,4154280.2103200424
Q9Y646,-0.0052,0.0432,0.0069,5344081.429072781,5130832.899295509,5746395.857741989,5816348.001742964,5605992.408371764,5377803.422665403,5446957.61368853,5394385.933090272
Q659C4,0.0091,0.0408,0.0069,168360.93017773874,180670.73597862865,175035.7756747066,148366.17565760092,164356.06504817362,169884.92466131476,174080.48673885394,164356.06504817362
Q9ULX3,-0.004,0.0369,0.0069,5288108.876420016,5532852.872414947,5398731.473665681,5412603.17474715,5097851.684780343,5288108.876420016,5370424.729032414,5687534.772849158
P51530,0.0053,0.0436,0.0069,862694.3189791775,887094.8234849125,934128.8255991756,892954.9209270919,846839.3893824768,886194.0531407018,918102.1472455614,917137.5396477091
O75251,-0.0046,0.0374,0.0069,4464386.0301214885,4584844.775215591,4140596.733497,4140596.733497,4281032.626699768,4251111.593025464,4203976.866985997,4439144.283456902
P40938,0.0054,0.041,0.0069,5647044.0715696355,5892903.6198079465,5562099.413223763,5201020.702960947,5207599.28709188,5660182.77610425,5741035.396763401,5647044.0715696355
Q9UHI6,-0.0048,0.039,0.0069,4392613.519506107,4801438.206944252,4673319.557099267,4646074.57300025,4251111.593025464,4721227.884387986,4647458.719633622,4721227.884387986
P25963,-0.0062,0.0438,0.0069,849068.7208695012,794350.0163105696,770970.9151578805,762710.216913544,758300.8108360397,804321.4949240707,764138.9954024254,818288.158963215
Q9BQI3,-0.0035,0.0433,0.0069,4269249.981816011,4372802.169289209,4501203.250544077,4290701.568441989,4227984.713749761,4337728.36062719,4372802.169289209,4349035.848166826
Q96Q11,-0.0044,0.0437,0.0069,12209800.228718454,12619203.611499676,12562207.595750501,11844857.036141943,11695677.338901715,12134373.096230788,12246649.604818547,12716826.381952243
P11172,-0.005,0.043,0.0069,26015268.47367947,26885211.21615135,28394024.463504862,26324872.71834872,28497756.083653517,26621281.94573183,25637011.297945116,25842717.512143046
Q15833,-0.0039,0.0413,0.0069,18206617.227095872,18864503.445395887,18129307.719375167,17761559.710099284,17322486.18650737,18362504.518498328,18231131.019369293,18420372.622986063
P42892,0.0044,0.0427,0.0069,1059153.5738893047,992095.2958669116,1025141.5230225144,988764.4376579865,1010020.4058878006,1020724.0574075131,1019583.7750994925,1003186.4803988162
Q9Y2W1,-0.0035,0.0407,0.0069,82073826.9917845,82973783.67560022,85629421.31766455,87867327.56105918,84564580.63830283,82567234.00022742,82743248.32192492,85827118.65665914
Q9UKJ3,-0.0034,0.0376,0.0069,16438280.724240197,16370468.221581662,17322486.18650737,17468721.15575324,17179299.323574692,16877279.21225107,16473321.639056675,16505887.881163228
Q9NZM5,0.0103,0.0427,0.0069,395943.50247252284,420697.1181908176,505993.54678937356,498617.21919276554,490311.3048822798,414284.9253097402,451916.9175895307,466256.8806133856
Q9H0W5,0.0086,0.0379,0.0069,54878.84736228231,54878.84736228231,54878.84736228231,54878.84736228231,54878.84736228231,54878.84736228231,54878.84736228231,54878.84736228231
Q9NTI5,-0.005,0.0376,0.0069,6408622.989912791,7016436.735893976,6799502.5861983895,6355016.6306720795,6139997.340390325,6536323.194717536,6762805.305901259,6890847.552003618
O00425,-0.0049,0.0377,0.0069,17496544.527896136,18706368.92706574,16954890.250524085,16826514.766002703,16438280.724240197,17285923.550146613,17179299.323574692,18434865.693720892
Q9HD47,0.0058,0.0383,0.0069,2036460.2588359043,1926617.6406480658,1996261.751811131,2011823.9177476813,2169343.603986425,1795983.1698773808,2000650.20934769,1989867.0337314713
Q12888,-0.0036,0.0421,0.0069,52243005.83961466,52792583.76260759,55536194.225310735,56055539.35358477,54534843.197655894,53466271.228734516,53318702.227648914,53466271.228734516
Q9H3S7,-0.0039,0.0399,0.0069,16826514.766002703,17227440.99092198,17606585.937372927,17513896.315838207,16747514.672047682,16654327.805621134,17070267.848594565,18103469.5233741
Q9Y5B0,0.003,0.0367,0.0069,6561606.512496883,6738343.342091179,6759126.5255890675,6865200.287753168,6545282.813984057,6712806.844635225,6663733.804565216,6896720.309290446
P48454,0.0031,0.04,0.0069,7095409.259960502,6943749.490655632,7245729.565560203,7053973.816557225,7016436.735893976,7241100.130594284,7061725.589265309,6910718.484701551
P78540,0.0042,0.0395,0.0069,5360773.68624696,5283999.612099107,5446957.61368853,5511597.674489172,5647044.0715696355,5432394.721802826,5387784.662362337,5069311.334958636
O75718,-0.004,0.0413,0.0069,3528334.0111810155,3693311.43271013,3492285.1229308066,3498209.0126839248,3493760.22610404,3446365.7096771975,3488156.405705485,3660651.8233105056
Q9BX66,0.0043,0.0362,0.0068,10121344.487251064,9746421.601880744,10619636.506423304,10909201.41272125,10879232.754781995,10096534.245005323,10113876.070783334,10179859.189327458
Q96GY3,-0.0033,0.036,0.0067,2151348.265530127,2201269.9827845544,2168205.335498277,2052168.2122049895,2108725.739510794,2127260.068050871,2129266.177063111,2137400.9285671655
Q9BSJ2,-0.0052,0.0358,0.0067,1737718.147758452,1888962.6300018409,1776597.1114338683,1769727.815620901,1621961.8659702668,1777702.4045403467,1850227.856970057,1855047.798280748
Q6NXR4,-0.0038,0.0359,0.0067,1887043.422102095,1893801.314828695,1881590.8253015522,1968548.6547680453,1896956.387794719,1803171.5654523463,1888962.6300018409,1976313.9969792317
Q14244,0.0032,0.0315,0.0066,4396102.122042254,4402636.794160965,4728504.79818171,4728504.79818171,4644690.806410949,4478531.770634866,4615151.158255325,4447520.177354425
Q16643,-0.0032,0.0321,0.0066,59805849.79510685,60243714.47961135,63339626.74832461,65664086.46595823,61660252.86181082,61767358.97408292,60552518.082680814,63024184.95010876
Q5SXM8,0.0059,0.0326,0.0066,1252558.2963773606,1260267.5899857085,1433017.2941761236,1417395.5754935998,1493607.845406563,1295359.4616506377,1291197.562893075,1272199.4436075962
O75937,0.0023,0.0316,0.0066,166247380.74585003,164082707.28575578,169197087.06392553,171612027.81415123,168976481.23453435,164638051.2520487,165162007.68267578,169417982.0777251
Q13595,-0.0026,0.0335,0.0066,8545867.392484715,8492719.203745078,8785119.865251716,8591366.935719037,8531016.362852678,8360725.34592224,8466900.415205743,8789910.712872572
P60484,0.0047,0.0348,0.0066,512881.83145070967,473057.14002738975,476161.0244745994,489254.12534169236,470169.95022153965,504422.3973386889,490311.3048822798,481354.73620805604
Q8N668,-0.004,0.0341,0.0066,1526487.007917107,1444039.6248032942,1482325.7574777845,1588536.8317152306,1549712.5930857908,1510774.931947503,1459095.5078527455,1469465.9509902808
Q13613,-0.005,0.0344,0.0066,980283.5242066056,1033233.8907404118,1001638.8952743632,1011302.4026248814,907615.0334550657,1030254.0183732812,1000758.2026119526,1050074.7793276224
Q13084,0.0062,0.0319,0.0066,1909574.8235163316,2019890.7174564784,1676587.0610353143,1681260.270301151,1660789.2501741534,1811535.4530878365,1899174.1463544748,1905617.0819315151
P55084,-0.0025,0.0355,0.0066,58935872.46440185,59606285.68472468,58139225.6211507,60310384.2019722,58070635.23550355,58535252.298655696,58762050.34585287,59805849.79510685
Q13445,0.0047,0.0339,0.0066,1300469.3617438383,1365195.3358911355,1383407.6991630832,1360360.4241975239,1233931.2717939168,1406260.8238722882,1340538.812992971,1413904.0509934337
Q86YS6,-0.0038,0.0319,0.0066,600781.6446096039,633115.28468576,603416.0395238802,606189.3750395414,597692.1006241763,616898.4603313713,582572.8973750526,625467.4667446094
O76095,-0.0053,0.0326,0.0066,1007525.4214498949,1019583.7750994925,905831.1521860206,917137.5396477091,892954.9209270919,991547.6507006411,983297.3709555237,946073.2608763286
Q9UN37,-0.0042,0.0334,0.0066,11057575.139333228,11770228.724711277,11212559.22713622,10974997.079012614,10463753.324083636,11090844.528440317,11078083.791462414,11985780.143837132
Q5VW32,0.0046,0.0333,0.0066,20320024.700137895,20332208.295061283,18501534.555203643,18245858.397670947,18129307.719375167,19720391.39908304,19579801.321030308,19766804.66214305
O43299,-0.0032,0.0326,0.0066,1399383.6110553553,1367983.425550025,1381628.952709862,1342902.2462922384,1325170.7553851067,1415546.960015175,1344806.423411755,1361655.1642176574
