Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
Q6IQ49,0.0235,0.2513,0.028,22801766.79240393,22975076.189962402,22923507.812458932,24294351.724367533,22820915.766149472,22292437.552312054
Q9H2V7,-0.0389,0.2486,0.028,1037258.2059370644,1036189.2350703442,1035830.9712511258,901795.5841871043,1069104.4214376884,1037258.2059370644
Q96G46,-0.0209,0.2565,0.028,19557603.174283,19956853.63683641,19678115.227739643,18722453.620268922,19628223.523012437,19638246.61837936
P55957,0.0862,0.2558,0.028,10605697.064381056,9649747.018837823,8288474.003825733,11310182.86914158,8551772.420866627,10265712.880415948
Q6P2C8,-0.0259,0.2501,0.028,1726978.1630463758,1737718.147758452,1852335.607331222,1771019.1606365552,1693705.5454621424,1725341.7215456157
Q9UJX5,-0.0321,0.2553,0.028,8367252.027195051,8656675.862158673,9772332.967858523,8808268.462338017,8656675.862158673,8575077.562496146
Q9BWW4,0.0225,0.2588,0.028,2783377.0387586444,2653372.2879823707,2734385.6874581133,2769148.6882506255,2715854.2560255383,2764330.572369351
A2RTX5,0.0566,0.2587,0.028,364394.9474749436,383959.9396333776,396825.58782627917,453011.23342605936,371929.99346429115,358758.2741702502
Q96A26,-0.0411,0.2484,0.028,13945051.436629262,13892306.307823574,11647143.92949571,11941398.58361196,13499040.503467998,12716826.381952243
Q6ZRQ5,0.0509,0.248,0.028,396825.58782627917,460165.1048566227,382276.87908566586,398420.91839039314,449877.8059802253,427901.27436401305
Q495W5,-0.0365,0.251,0.028,864915.9637186356,877448.2285123584,900570.871721747,908371.2752944313,787027.7230529308,865577.8045601888
Q15386,-0.0327,0.2521,0.028,1133154.5563851583,1222708.3150222185,1117526.444315287,1080342.2899323648,1134889.2610253934,1159960.7190264037
O43715,0.0548,0.2469,0.028,2991387.3413567627,2694116.2440974712,2217932.4402372227,2683223.6140206684,2499550.076700754,2980244.7604351756
Q15181,-0.0217,0.2575,0.028,492118363.14538664,486428830.9909468,481662397.87927294,462959365.15879035,474592983.2933233,492118363.14538664
P35249,-0.0267,0.2544,0.028,21597435.952235907,22860387.140476774,21055349.10059788,20490447.6908348,21734215.402709242,21703186.92941597
Q86Y82,0.0241,0.2496,0.028,5469068.912184876,5432394.721802826,5235212.54568144,5548382.852345481,5240005.371550047,5521726.53822529
O15294,-0.0215,0.2576,0.028,11150047.960979268,11553754.506275536,11625949.32893372,10986220.368858088,11120703.495332565,11506759.282128612
O95466,-0.0393,0.2468,0.028,570644.4169406187,553734.8473165646,511405.0849700669,502107.601209245,549246.0143175729,531138.4916927121
Q96MU7,-0.0223,0.2509,0.028,2348209.4408990894,2319427.2896019304,2435008.4363273787,2271221.845545651,2335704.024752963,2343611.6727750697
P11940,0.0177,0.255,0.028,453166596.10857195,445541503.9979859,449058434.67094463,457400626.21336883,453166596.10857195,445541503.9979859
Q9H0X4,0.0276,0.2582,0.028,1890459.2227252412,1870795.340568764,2051350.7908098507,1939257.1497777952,1977544.8442517258,1971316.3322737673
Q14240,0.0299,0.2543,0.028,18231131.019369293,17268875.428852323,19766804.66214305,19243137.274462033,18745402.53093276,18083926.20758692
Q9NWM8,0.0198,0.2487,0.028,4074083.927676583,4003347.195272206,4028216.4618798257,4070128.1260241116,4140596.733497,3988322.6613558787
Q92688,0.0281,0.2549,0.028,509875451.98111457,504791928.0586296,476938372.5626175,476938372.5626175,525060115.7742153,509875451.98111457
Q5SVZ6,0.0306,0.2473,0.028,3045510.736998563,3146974.1121186037,3388994.841090321,3411076.5712385974,3100523.019537045,3213955.0252410443
P36897,-0.0669,0.2507,0.028,426771.40830679354,302619.9785803767,347315.2156361966,325060.4232094341,346451.65921508905,350305.8608436598
O15397,-0.0317,0.25,0.028,2611507.4161487333,2712903.462168367,2532460.647239961,2390869.341900635,2696673.1504010493,2552950.7398652956
P20020,-0.0286,0.2515,0.028,15718671.017978154,17026699.37553622,17681260.713538468,15896092.64283606,16250557.983889533,16981673.68864938
Q96D71,0.019,0.2518,0.028,21445185.358880874,21189177.4715697,21189177.4715697,21872219.036154147,21018958.368652735,21388567.123389054
P00441,0.0171,0.2487,0.028,1503278078.8220122,1503278078.8220122,1477118384.147755,1503278078.8220122,1503278078.8220122,1503278078.8220122
P22234,0.0191,0.2559,0.028,934269020.8916264,900659800.7457699,934269020.8916264,915982338.2548841,938782664.1794692,934269020.8916264
Q14807,0.0336,0.2588,0.028,749237.934167509,786182.2575344389,760820.0127231239,823619.3389906944,757742.4201764632,754785.7394169652
P78560,-0.0327,0.2478,0.028,996090.8458890114,984562.1617033824,922155.8116379845,900570.871721747,976460.3649691263,944009.5113867795
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q9UNI6,-0.0285,0.2573,0.028,9197838.208371844,8827853.944688063,9866869.040778415,9406285.363542194,8848805.38774946,8921635.275709184
P31946,0.0211,0.2565,0.028,166871272.50617963,168976481.23453435,178754184.03129193,171612027.81415123,172963984.20773742,174386173.83189997
Q96PU8,0.0396,0.2563,0.028,23568486.172069248,21893501.770638775,19440146.42890698,22541115.55252703,20932784.10371212,22846298.07884974
Q9Y5M8,-0.0257,0.2472,0.028,9228332.53146482,9667921.042186799,9296731.249164991,8693550.606500624,9439608.136458278,9394308.692700222
Q6P1J9,-0.0215,0.2495,0.028,13425520.63033021,14115510.79065885,14300086.123534938,13411388.560960528,13669125.103721239,13887002.669455897
O95295,0.1025,0.2529,0.028,3144773.868121858,2740985.7744357693,2019890.7174564784,2978296.364138197,2573270.144625525,2890272.7237757873
Q8N5N7,0.1057,0.2531,0.028,4450718.669323681,4087124.8398803445,3096035.836403976,4713354.557215779,3511880.733838507,4224293.6036000345
Q8N6H7,-0.0219,0.2495,0.028,45104636.30751769,44187343.66862236,42655521.91349085,42896497.777649164,44006851.468206964,42280396.78134276
Q969Q5,-0.0222,0.2503,0.028,5651389.209835734,5855134.293020862,5949899.007870254,5527413.529062318,5766554.862094557,5790791.691797946
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
P12814,0.0186,0.2552,0.028,118638684.08278829,118176023.60188755,122604868.7510715,122604868.7510715,120291933.41246134,118957964.85178114
Q9Y222,0.0406,0.2502,0.028,871645.0277070396,849068.7208695012,961435.7006571861,990776.4076488158,875913.148268248,874712.3150055722
Q96F07,-0.0456,0.2537,0.028,490311.3048822798,437021.4601077861,531138.4916927121,475081.72960765613,470903.9602401048,458231.3313369005
Q86TU7,-0.0219,0.2538,0.028,4533625.2123267045,4577021.252025346,4798709.604992542,4453780.199135601,4577021.252025346,4584844.775215591
Q93074,-0.0293,0.2597,0.028,2079628.4841158679,2231908.1402530684,2330751.1691837115,2140969.0952669545,2137400.9285671655,2189592.5189832193
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q8NCN5,0.0221,0.2595,0.028,17888641.93954833,17960108.75050612,19195874.363399625,18576737.140346438,18464517.142983004,18507176.049311824
Q9NWZ8,-0.0333,0.251,0.028,631296.4794127302,605504.4889848607,595015.6422153274,568722.0126538761,604382.5494083649,606189.3750395414
Q96C19,0.0193,0.2494,0.028,67803716.14049326,66933113.99525738,68227836.80856906,69431536.38300173,68928477.33429004,66093800.51623724
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
P21283,-0.0204,0.2508,0.028,46367379.24808278,45619780.20473304,45834975.9276032,44075782.90051593,44557089.43433402,46426651.65512282
Q96KR1,-0.0162,0.247,0.028,48880990.712886184,49549715.9082495,50057754.846676305,48603435.245936856,48723065.83483661,48603435.245936856
P11166,-0.0355,0.2496,0.028,6522072.329839672,6745436.392862482,7360377.08861336,6177696.736317221,6656441.52204725,7165321.761321361
P40261,-0.0359,0.2499,0.028,3858313.952121344,3737126.5299762264,4104358.444066406,4100729.1578437667,3478467.474174365,3761764.4136696355
Q02543,-0.0344,0.2517,0.028,9487999.67637903,9566340.883281479,9191086.975890923,8246388.558728264,9591144.234452933,9575544.927849514
O15067,-0.0242,0.2553,0.028,29653080.69232486,31314007.33628049,30547332.741913106,28829201.05254076,29631264.127357643,30981105.95093976
O95551,0.0248,0.2518,0.028,5499505.497215663,5446957.61368853,5357279.367674825,5258442.500939094,5718111.732578193,5509726.28897647
Q6ZQQ6,0.0324,0.2575,0.028,1623178.2971749837,1572439.0210329227,1554718.105057781,1542004.9865657727,1722536.245891626,1564688.6608760837
P0C7P3,0.0255,0.2468,0.028,1878242.433885447,1864592.9156105574,1980821.9692848977,1998182.798978184,1888962.6300018409,1902623.602912622
Q96P47,0.0217,0.2531,0.028,2321252.703896459,2286155.8555636927,2337222.3666067007,2353431.3022020925,2377014.610061884,2276658.9860500577
Q15773,-0.0209,0.2502,0.028,2712903.462168367,2736476.9997804756,2802491.50651688,2707344.488003464,2739524.8127948605,2636862.805752995
Q3MIT2,-0.0288,0.248,0.028,1497639.2501240352,1428887.6157555948,1526487.007917107,1379653.5870848775,1463508.6681803917,1494875.7957478066
P37198,0.0268,0.2549,0.028,36903428.76097938,35715586.08383545,33547315.525242276,36009146.52650701,36600231.552382186,34913692.02202131
Q9Y696,-0.0446,0.2527,0.028,64647511.00104611,63893248.22980471,75495360.92715165,72785977.97286604,58935872.46440185,64839957.97467765
P62304,-0.0433,0.2484,0.028,1733527.545186444,1605571.2523425615,1401457.904297757,1466245.6017720434,1572439.0210329227,1535483.7779913289
Q9NT62,0.0211,0.2475,0.028,35321117.442859,33859488.1839272,36384733.04765226,35789508.116406806,35046177.70095306,35621831.52798353
Q8N983,-0.0359,0.2499,0.028,3061838.4413171858,3087046.492143819,2654196.2938656136,2788566.4512772406,2889741.455034788,2858707.6153682354
Q8N3P4,-0.0276,0.2545,0.028,779002.9143276571,808881.1356846306,832233.2710016655,784019.0806322831,792358.7059122844,783324.9470657535
P83436,-0.0286,0.2563,0.028,1433017.2941761236,1485673.8859414042,1443349.6670940563,1350628.5795815128,1469465.9509902808,1430367.994507164
Q9HAD4,-0.0359,0.2517,0.028,1174900.2130962806,1143580.8930041085,1266420.619804531,1113597.757184348,1121868.9981081414,1239317.9919455915
Q9Y646,0.0275,0.2526,0.028,5344081.429072781,5130832.899295509,5746395.857741989,5605992.408371764,5377803.422665403,5446957.61368853
Q9Y3Y2,-0.0374,0.25,0.028,5605992.408371764,5521726.53822529,4757436.501501564,5060450.240421889,4992873.243303354,5335822.6688389275
Q8N8A6,0.0541,0.2557,0.028,145363.2142364386,155578.71277921263,148366.17565760092,158746.20306933066,161139.01653102715,143789.72389824883
Q9UKU7,-0.0468,0.2508,0.028,679580.1605559747,686226.540932989,820848.5342353913,743508.0618879889,689923.2577880047,669906.0288607262
Q14247,0.0238,0.2525,0.028,217724957.47434434,217724957.47434434,225579280.3270996,233925529.80239576,216259578.10273933,217724957.47434434
O43182,-0.0397,0.2467,0.028,5602193.017151131,6036346.284361127,6716710.419366168,6201869.7650469,5412603.17474715,6128017.642086872
Q8IY22,-0.0283,0.2598,0.028,1587195.5881738935,1703878.6027503477,1665982.528189847,1577081.2085759104,1588536.8317152306,1665450.2983930127
Q15286,0.0308,0.2538,0.028,19392616.328101195,20849085.665114824,21807802.561746392,19782418.11874498,21611951.74418056,21597435.952235907
Q9UBE0,-0.0193,0.2512,0.028,135380384.6357235,130217154.73869754,136987682.92421442,132444207.74366786,132444207.74366786,129922491.2027787
O60884,-0.0182,0.2569,0.028,60629637.04142049,60925634.29101795,59728457.1452472,58935872.46440185,59129737.63764909,59866803.66901763
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q96Q05,0.0253,0.2548,0.028,1759239.6077260128,1801450.1010937432,1828252.8369232186,1760832.7831693832,1883457.1230585105,1806547.9912011314
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
P19484,0.0505,0.2511,0.028,382276.87908566586,402645.5155621074,329061.790513582,382276.87908566586,390212.8034271807,374585.9909429509
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q02040,-0.0534,0.2575,0.028,327742.77922178427,366160.71027078445,301795.42494654213,301795.42494654213,320654.6982026073,331422.9310332665
Q6ZNB6,-0.0287,0.2564,0.028,1720823.0692381915,1747205.1340894003,1693705.5454621424,1598947.9551494743,1678982.9975205974,1751439.1925056116
Q9Y5S2,0.0273,0.2567,0.028,1496318.37224658,1472110.9216334552,1597497.9398687407,1574002.2473047427,1521423.3380036915,1529012.3617899728
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q92609,-0.0243,0.254,0.028,4785094.381091802,4958274.556897442,4745397.435783636,4549208.413970744,4792213.423532451,4819827.255668227
Q9NX38,0.0494,0.253,0.028,2467578.020123349,2495463.0646644956,2211924.236323915,2121064.92320431,2745442.318443473,2515170.4285006677
Q16594,0.0264,0.2477,0.028,3464235.265494875,3287233.8476222814,3179503.904901578,3408271.4921527253,3289403.6165718706,3356626.097254752
Q8TDR0,0.024,0.2435,0.0277,961824.3932928886,941767.6232881462,962213.2497401834,969933.6062691847,980283.5242066056,946073.2608763286
Q03188,0.0213,0.2436,0.0277,3936445.7630131408,3869910.4714180497,4010766.703857425,4018928.2764931107,4054098.75051635,3846738.8776507955
Q92785,0.0224,0.2433,0.0277,15203144.557437079,15076295.375985201,15928003.749528905,16103327.90570568,15106800.230368633,15430323.041759284
P46734,0.0377,0.2437,0.0277,362709.65412471234,405597.51563143695,400560.4123140775,399427.4202403173,398420.91839039314,394527.7244426392
P51452,0.0218,0.245,0.0277,4794955.714128977,4615151.158255325,4546991.353503189,4736100.025342445,4650121.205792246,4697949.712660372
Q12931,-0.0188,0.2449,0.0277,277669370.0333546,272509180.0403736,286532385.73918915,272509180.0403736,270590832.2450528,277669370.0333546
P62917,0.0272,0.2447,0.0277,11090844.528440317,10989231.855438178,10374436.70794735,10551373.53824522,11536485.185126213,10788572.573810022
Q96MD7,0.0301,0.2451,0.0277,1870795.340568764,1835370.3553117863,2065575.3378809835,2000650.20934769,1947182.1132489783,1908544.996839897
Q2M2Z5,-0.0265,0.2449,0.0277,935673.5916654159,925175.0150347486,940645.8957816908,942616.4545124206,908371.2752944313,882891.1462678665
Q13105,0.0303,0.2442,0.0277,5354081.317335987,5453838.126213401,5105508.650167954,5737128.853494042,5357279.367674825,5060450.240421889
Q96KQ7,-0.0196,0.2443,0.0277,9300004.218794802,9487999.67637903,9882331.837589558,9418950.520714674,9335819.193415284,9353278.923264058
Q6PJ69,-0.019,0.2455,0.0277,2523528.203632693,2543270.265044441,2593262.647314337,2505870.796354662,2505870.796354662,2501843.629214025
P02786,-0.0302,0.2463,0.0277,113149158.16300635,124379246.3760377,121106847.6821083,108475653.00058544,118957964.85178114,121600939.13608727
Q9H3F6,0.0252,0.2438,0.0277,1958642.4674895168,1902623.602912622,2053186.6863107008,2025780.793239212,1940461.205793051,2015345.364269406
Q2M3G4,0.02,0.2441,0.0277,4312647.262020002,4303283.985051493,4200567.26815731,4240502.812271813,4333373.411826207,4343177.215855862
O75113,0.0251,0.2447,0.0277,3303271.567032629,3356626.097254752,3614566.8696819306,3437824.9841306247,3423377.52804643,3528334.0111810155
P23786,-0.0225,0.2452,0.0277,4982076.141830362,5250709.75891676,5166757.814166115,4966732.682385237,4930446.86928049,5170913.712625273
Q96NB2,-0.0253,0.246,0.0277,972527.4528379021,992095.2958669116,1005977.5159884754,945192.9087100996,992643.2366245287,963307.3246440578
Q12797,-0.021,0.2458,0.0277,3757240.5135456445,3703946.5264208834,3635156.8895144565,3648205.5334386355,3672359.817149434,3550160.355949094
Q9Y547,0.0339,0.2433,0.0277,6183208.654569955,6183208.654569955,7227609.548271987,6426608.466983568,6733308.473738202,6771543.794210053
P52294,-0.0235,0.2435,0.0277,11844857.036141943,12045233.708064375,11638262.212477043,11057575.139333228,11809042.441186527,11877561.32702688
P48736,0.0348,0.2436,0.0277,564469.6156761474,539494.2209066446,585603.3170574534,548146.4277864004,601371.5699286012,570644.4169406187
P61966,0.0279,0.2449,0.0277,1624866.7369112486,1581109.8566587402,1507581.9537394964,1620189.643453396,1617276.430886492,1539781.40217968
Q9H8U3,0.0244,0.2441,0.0277,3517058.5459586736,3324074.809110731,3626391.1126718223,3589557.5567585533,3517058.5459586736,3473814.099770036
P49406,-0.0264,0.2458,0.0277,4504971.192714879,4728504.79818171,4599133.1013325555,4254981.209094059,4599133.1013325555,4644690.806410949
Q7Z6V5,0.0206,0.2433,0.0277,6367347.494563314,6020236.239188735,6188473.004262652,6276406.792517729,6241642.213183102,6210783.769172614
P48506,-0.037,0.2431,0.0276,3689127.882985625,3744272.4629640556,4389091.482053269,3953472.0923695364,3632935.8994948,3862756.378667463
P49790,0.0174,0.2425,0.0271,58535252.298655696,58832874.07410407,58935872.46440185,60045856.10257294,59437645.83679975,57873148.97861893
Q8N9V3,0.0261,0.2421,0.027,8583383.39395601,8525778.89092561,9205811.364199415,9318982.557636935,8709028.903318956,8601196.41463263
Q9Y5J9,-0.1007,0.242,0.027,9128007.966067728,8216090.82853035,5926834.944498207,6898808.483500328,7002130.989645047,7682916.428273724
Q9Y3L3,0.0174,0.2421,0.027,13569322.173315799,13317350.31935668,13709077.899639368,13676559.849733293,13726357.412714964,13433962.117702167
P06132,0.0209,0.2411,0.0269,163782387.18328482,163304241.31956598,172963984.20773742,172963984.20773742,165633768.42676628,165633768.42676628
