Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
P52434,-0.1287,1.8554,0.3801,12589901.32498686,12316704.248934519,13560605.38273946,11426503.9603019,11755778.6988113,11792090.206086319
O00479,0.1699,1.8558,0.3801,4717518.419015454,4528081.580045823,4658633.481355504,5049050.092459967,5790791.691797946,4713354.557215779
O14737,0.111,1.8403,0.3671,84829729.1610693,79161819.1325715,79253589.91135667,90346073.11267969,82973783.67560022,87867327.56105918
O75347,0.1215,1.8305,0.3594,266625382.61969286,252152369.2200913,240357399.96479452,281703426.27710825,254838012.4969845,284568552.81389964
Q8N4U5,0.1861,1.8218,0.3529,808881.1356846306,766916.9020947266,719497.6054514844,860462.6290241429,902399.8735412788,833856.902711783
Q9UKD2,-0.1215,1.8025,0.3358,11657516.5333291,11615479.776525494,11889321.665650608,10338249.789732367,10835641.787544396,10959052.005643314
Q00537,0.172,1.793,0.3284,776351.7595446076,754785.7394169652,753958.432000558,883731.393810685,845365.6930510659,830350.484593479
P52272,-0.104,1.7773,0.3225,249201539.48794648,265112683.08524424,242780274.69471607,225579280.3270996,230787126.4065701,243998199.32086593
Q14566,-0.0915,1.7808,0.3225,112683997.58675203,118392403.96623866,117948957.79653268,105166075.22057073,108222315.99235839,112254573.9781606
Q9UK76,0.1286,1.7806,0.3225,76243115.12547071,75495360.92715165,72785977.97286604,86903926.69975051,73970639.36595953,83133894.96138306
Q7KZI7,0.2018,1.7744,0.3225,489254.12534169236,493702.66254148475,447871.55320085696,498617.21919276554,575263.232946858,562507.7547719041
P43243,-0.1128,1.7726,0.3225,64314713.05997618,68807583.88843103,63950756.51520921,57242071.259090625,60925634.29101795,63024184.95010876
P15924,-0.4537,1.7765,0.3225,2005249.30231945,956412.1750533226,1850227.856970057,1042166.6479917831,1251383.8850539515,1200175.4302201644
Q9ULR3,0.1351,1.7757,0.3225,5313510.953249813,4886618.274405093,5054494.308237499,5499505.497215663,5728264.979442714,5428810.970967232
P20248,0.1086,1.7696,0.3215,26863893.497238338,26621281.94573183,26383329.239617486,27935397.63301453,29156876.29782227,28522056.47870562
Q9H444,0.1315,1.7572,0.3191,57384205.63622881,55643586.2760505,49431117.96673943,60724913.330887266,57200385.331859566,59030092.63510117
Q9BZF3,0.1487,1.7589,0.3191,1697535.565050421,1747205.1340894003,1797629.1579711072,1902623.602912622,1932697.5023391154,1941807.2087288185
P39687,0.0851,1.7603,0.3191,604263839.6588316,604263839.6588316,575944358.522237,631998165.588089,631998165.588089,618080774.6782466
Q8N5F7,-0.1396,1.7577,0.3191,2337222.3666067007,2258856.7946032123,2339467.360267709,2077157.641557226,2112348.8913350753,2069752.6282721786
P18440,0.3266,1.7587,0.3191,204368.23362199665,206169.44060365678,206169.44060365678,205287.199965742,334166.1373345162,229700.56662580915
O75575,0.1707,1.7488,0.3127,2953962.600738264,2858707.6153682354,2513804.2312558973,3322477.5026514037,2991387.3413567627,3005454.107551939
Q02127,0.1192,1.7446,0.3124,7731060.943671033,7796241.174659775,7796241.174659775,8506483.512033349,8309304.984659944,8367252.027195051
P30086,0.0864,1.7455,0.3124,220481222.25968283,213655632.5458872,210108902.40248284,229411542.60645935,223189765.16893667,227436840.2193475
Q9BSH4,-0.1278,1.7348,0.3046,5795446.681797072,5863906.950335125,6128017.642086872,5247301.113700048,5370424.729032414,5564949.095018196
Q9H4L5,0.1392,1.7251,0.2969,2601549.3066284275,2711700.0210299827,2571754.644894648,2750586.6474506827,2988105.38591474,2894866.123606839
P83111,0.3926,1.7211,0.2948,8506483.512033349,7702616.622116044,4362511.670139453,8663276.903055867,9752387.160223298,8462195.115052896
Q13070,0.192,1.7144,0.29,1693705.5454621424,1575456.1069676245,1404851.9600340847,1732228.644932151,1900625.2890664244,1677579.3299227038
A0A0U1RRE5,0.2812,1.7061,0.2836,1156054.402326457,1001638.8952743632,782188.9393365715,1323748.0148359758,1088163.0989748912,1141719.0969766362
P55081,0.0967,1.7023,0.2833,56825880.202400856,56226615.80227402,55281202.40845085,61528614.903422266,58340495.35203148,59090476.21629877
Q8WU10,-0.161,1.702,0.2833,997720.1389575965,972527.4528379021,986614.9617386542,867592.9294000737,862694.3189791775,898856.8388009645
Q9BW66,0.1402,1.6882,0.2714,2661866.634276433,2583525.3336485075,2505870.796354662,2694116.2440974712,2856580.092601221,2942683.8242325233
P61927,0.1033,1.6849,0.27,31708492.412076145,30981105.95093976,31058315.735396147,32985232.999470215,33922604.84820476,33217660.66257226
Q9NQ29,-0.1169,1.6805,0.2675,15233647.26686342,14931730.611072423,15647615.830577102,14359935.467290537,14138489.786259338,13499040.503467998
Q13144,-0.1192,1.6701,0.2589,8833976.65997861,9132304.47646673,9325313.136226838,8279064.914937545,8206554.1769976085,8492719.203745078
Q99714,-0.1001,1.668,0.2587,53585121.86002918,52845024.55026579,50366759.22134507,47256722.54675127,48961171.086047,49236185.16834984
Q96C57,0.1178,1.6574,0.25,7663395.696738214,7412933.095976661,7399174.281476404,8100159.692770035,8063800.5220987545,8082670.864462708
Q9UPY8,-0.1134,1.6539,0.2483,13122182.634532008,12764298.353688268,12477379.62692181,11526725.051610664,11925825.445714716,11809042.441186527
Q8NBA8,0.2364,1.6461,0.2456,143789.72389824883,148366.17565760092,155578.71277921263,161139.01653102715,158746.20306933066,204368.23362199665
P08243,-0.0811,1.6457,0.2456,309812881.6474046,314884571.4751471,314884571.4751471,285246139.4173963,292130137.48866314,305642318.841836
Q9UQ49,0.2764,1.6489,0.2456,319715.4262094018,346451.65921508905,325060.4232094341,338010.62471368554,499785.93983645644,356074.54285959015
Q9NZZ3,0.1447,1.6422,0.2439,28522056.47870562,27218496.85059281,24660582.29815102,31708492.412076145,28206114.557281073,28465006.235990092
Q12849,-0.1085,1.6401,0.2436,26048551.247316495,26048551.247316495,25080919.422677707,23192196.560042575,24155316.159883644,23828890.106958285
Q9Y4Z0,0.1274,1.6359,0.243,56531501.880515315,53318702.227648914,48603435.245936856,59437645.83679975,55002230.13765969,57665324.19033421
Q96NL6,0.1095,1.6365,0.243,15700429.28075081,15658245.36425007,16463689.237091055,16762660.616195908,17154408.434667148,17370547.005243536
P05141,-0.1157,1.6284,0.242,45783351.777749196,47206405.5558903,46495770.13689256,39402329.23233096,43383877.017454624,45196627.83603902
Q9Y2S6,0.1199,1.6278,0.242,14940623.189922664,13923986.069340484,13788907.496607352,15688599.012431923,15141390.556634486,15255372.693000555
P0CG12,0.1575,1.6327,0.242,6631654.933445292,5802004.645558685,5676794.23907272,6920251.118936964,6244915.585829665,6920251.118936964
O60306,0.1577,1.6296,0.242,27609454.53736157,26942785.18575592,22683606.988405623,27127280.134702094,28714485.773345407,29841063.362331122
Q9UKV3,0.171,1.624,0.24,1815454.37135036,1725341.7215456157,1542661.338326854,1822331.749172436,1982421.1997669109,1887043.422102095
Q14739,-0.0968,1.6209,0.2386,41580727.38051474,43724673.02915952,44054526.66707445,39336487.390394114,40353358.380115144,40558538.473806776
Q53EL6,-0.109,1.6103,0.2297,16568248.828398677,16681282.206635,16712875.164691227,14778160.023359187,15790753.617289213,15489634.539776891
O95747,0.1036,1.5995,0.2206,23355174.846468717,23828890.106958285,24581707.56466876,25659197.77436312,25448705.204169523,25541794.627267968
Q9NWU2,0.1905,1.5944,0.2173,14321324.50139388,13186818.491708552,11755778.6988113,16250557.983889533,12885450.663720053,15416898.56443464
Q86WR7,0.1202,1.5906,0.2153,3557328.191927193,3504486.7768010115,3447708.1400709213,3721694.953677201,3867505.921778104,3767355.5614687195
P12829,0.085,1.577,0.2033,111707010.6311597,106532608.44263871,104933400.30536354,115284754.52749686,113515105.54803361,112013683.4538844
Q9BQG2,0.1158,1.5695,0.1986,3298660.427108223,3361256.851085303,3272749.1361336885,3560341.67956749,3586345.350757766,3553877.7888892107
P51688,-0.1793,1.5689,0.1986,95254.01079497466,90178.5767334799,90178.5767334799,80667.16926598201,80667.16926598201,80667.16926598201
P18669,0.0752,1.565,0.1964,329808394.78258103,323074201.3823423,323074201.3823423,340123175.11286604,348613988.65279925,333516392.1659355
Q13123,-0.1457,1.5533,0.1943,27949394.638511043,28137849.388719097,34186837.62596651,26715908.640181452,27527435.755230542,26854589.261792064
Q8WYQ5,-0.115,1.5547,0.1943,4258289.75344174,4243699.203728691,4151486.827498708,3805796.8678523414,3905493.2865853347,3905493.2865853347
Q16531,0.0921,1.5578,0.1943,129303559.53087318,128975154.1600774,143157815.15299755,140484842.54757905,143498513.3796056,141343397.30551305
P32856,0.1229,1.5529,0.1943,2593262.647314337,2573270.144625525,2683223.6140206684,2866909.533916807,2842019.928011357,2788566.4512772406
O95835,0.167,1.5537,0.1943,467056.0084710741,503140.4938525496,473057.14002738975,549246.0143175729,527145.1650995025,534451.9824324319
O60502,-0.0961,1.559,0.1943,33970408.00107916,33718109.17206205,34567173.35929529,31859358.231303014,31587171.28692489,31654629.63338085
P31942,-0.1158,1.5501,0.1932,20022947.534309763,21311594.03400842,19638246.61837936,17888641.93954833,18757204.701655682,19298593.09149716
P23396,-0.1021,1.5413,0.1869,68227836.80856906,72351885.08435836,70276232.25980565,61132307.99546613,65664086.46595823,68498809.08888021
P0C870,0.1562,1.5405,0.1869,889743.5107087649,901795.5841871043,912664.6769772858,1052700.333536395,966444.2791938521,976460.3649691263
Q8WXE1,0.1264,1.5299,0.1779,2530808.068902558,2517003.252341099,2604899.2976342747,2869426.560165147,2772681.8233372006,2661866.634276433
Q96CW1,0.1022,1.5206,0.1702,47411810.49761068,47411810.49761068,52662612.61148805,52080398.07663916,52905380.620292224,52373648.6882869
P54725,0.0748,1.5158,0.1681,171612027.81415123,171612027.81415123,170051661.36417758,181119405.88448927,181119405.88448927,175204944.5912022
Q92930,0.1125,1.5148,0.1681,7198802.411753977,6969056.014270557,6882789.131484217,7575726.202364818,7566193.8037631465,7484942.278269883
Q6N063,-0.2026,1.5136,0.1681,1553500.7744550398,1980821.9692848977,1509937.182417048,1464909.0135209463,1494875.7957478066,1398232.2932966575
P31751,0.1038,1.5103,0.1663,13840916.971313216,13709077.899639368,14325799.301922895,15007504.450396147,14849301.566475874,14877229.902624248
O75348,0.1646,1.5026,0.164,8969904.036237853,7877121.129014655,7469932.366005631,9709160.243488666,8246388.558728264,9146478.656300854
P09234,0.1973,1.506,0.164,20117012.69268797,17950992.546784382,15080192.823343463,21843852.584615048,18168506.18197791,20590745.08972247
Q9UHB4,-0.1709,1.5016,0.164,1638726.0671282227,1658938.0824008952,1909574.8235163316,1655057.6843183339,1480929.0978718218,1461207.9627264012
Q96GG9,-0.103,1.5029,0.164,16610701.195784304,16438280.724240197,15968688.344595496,15093828.904371772,15129346.530877197,15153113.731666647
P13807,0.1317,1.4883,0.1523,2416727.7857968896,2590076.7889940976,2643524.853824121,2641628.775169492,2796772.4347335235,2892976.5933408095
Q8TDH9,0.1099,1.4777,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4778,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4757,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4777,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4777,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4777,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4762,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4757,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4757,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
P21359,0.1225,1.4821,0.1505,4886618.274405093,4757436.501501564,4627626.829673706,5087116.101384156,5459919.652105132,4901246.955806887
P41223,-0.1065,1.4811,0.1505,12316704.248934519,12176883.774830721,12633533.14764079,11317065.092310121,11166249.48799369,11799240.724096613
Q8TDH9,0.1099,1.4762,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4762,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4757,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4762,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
P53004,-0.1132,1.483,0.1505,33859488.1839272,32567901.78332564,32865216.20242669,28304781.08865018,30909940.04367188,32055311.4444394
Q8TDH9,0.1099,1.4778,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4778,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q8TDH9,0.1099,1.4778,0.1505,11974881.800917627,11625949.32893372,11615479.776525494,13067066.926715499,12115884.127143672,12598145.912266012
Q9HC38,-0.0859,1.4716,0.148,64066285.8950507,63125571.57465685,61585129.90913761,57732032.43498563,59030092.63510117,60073603.4845597
Q9H9R9,0.1846,1.463,0.1409,164356.06504817362,168360.93017773874,150932.61022042166,193819.29570087275,177651.65705731997,175035.7756747066
Q9NRW3,-0.1117,1.4527,0.1335,4381430.761820312,4240502.812271813,4507661.373062451,3965116.214080201,4070128.1260241116,4044764.5959024117
P20810,0.0782,1.454,0.1335,115284754.52749686,113515105.54803361,118638684.08278829,125150833.63414295,121305176.03568566,118176023.60188755
Q86Y39,-0.1641,1.4506,0.133,550546.3910107947,570644.4169406187,624918.4720562842,516714.0223742379,502107.601209245,530031.4755144655
Q9NR50,-0.108,1.445,0.1289,16877279.21225107,17664930.164679725,17513896.315838207,15193296.49419822,16152746.323559923,16671557.209574943
P61758,0.1107,1.435,0.1234,111534791.10067444,106750618.66521902,95017233.078916,115501771.64891627,109361793.71926999,111534791.10067444
O15498,0.089,1.4366,0.1234,35165838.94402171,34775171.64688837,36549353.45866549,37494832.16877481,37702917.24876825,37399364.24406223
P23511,0.1216,1.4366,0.1234,4482720.659348213,4354036.225210277,4368016.66557607,4792213.423532451,5038008.865003479,4453780.199135601
Q9Y2F5,0.1118,1.4293,0.1191,6241642.213183102,5974673.727240208,5808216.138460553,6403402.163031995,6543658.5530734,6418526.698265606
P17655,0.0759,1.4228,0.1141,87053974.45924349,83931841.57527156,85285742.15684706,89762671.62320942,89160794.71442598,89627393.76596087
Q9BZX2,-0.1115,1.421,0.1138,5892903.6198079465,5741035.396763401,6119515.5239084205,5360773.68624696,5418964.329895429,5556698.181161348
Q9Y2Q5,-0.1742,1.4149,0.1092,2431763.1016837084,2169343.603986425,1966604.7746441015,1784146.3984034224,1916731.6267959625,2088102.1650101275
P30260,-0.0944,1.4135,0.1092,22264599.272472236,22323541.7365696,22541115.55252703,20727006.72516858,20727006.72516858,21055349.10059788
P42338,0.12,1.4103,0.1075,2595797.7314045257,2746475.078056473,2878297.528623781,2985306.8326683715,2929733.8517940114,2964481.966717873
P0DN76,-0.1239,1.4077,0.1063,6569502.087609622,6933837.95392029,6516364.571477717,5629732.8794224085,6252472.515617519,6384474.290734429
O95433,-0.0755,1.4003,0.1023,90952280.74695778,87867327.56105918,89627393.76596087,85423304.96002021,83728605.41587293,84119940.2767017
Q7Z5U6,0.1634,1.3985,0.1023,176773.6149450697,183553.0052734627,183553.0052734627,208361.1212199387,198574.20612079065,198574.20612079065
P49755,-0.1209,1.3988,0.1023,12275282.066714846,13096428.089482764,12282199.531329622,10573942.640438778,11918490.405416816,11934797.397790615
Q32P41,-0.2459,1.398,0.1023,2257295.387670937,3211277.0345150265,2085273.852401148,2057527.810160515,2167636.853455084,2108725.739510794
P62877,-0.1013,1.3933,0.1005,12332812.599812966,11889321.665650608,12385119.217053356,11267441.782074973,11130330.219244037,11526725.051610664
A4D2B0,0.2092,1.3939,0.1005,430752.8302178967,479705.5315547607,512881.83145070967,610828.9016648397,558297.5966193042,466256.8806133856
Q8N1F7,-0.0984,1.3895,0.0982,36228421.4485942,38257379.45782216,35834470.71794871,32610640.69660526,34473828.00566668,35364406.89669146
Q14004,-0.1403,1.3832,0.0933,975772.0406951148,971902.8528496637,975772.0406951148,897704.131989834,863375.453039425,875913.148268248
P46527,0.151,1.3787,0.0929,1147328.7637310459,1097023.4541979765,1177289.3061376284,1327784.835948366,1178622.2940809322,1270085.5181599567
P78344,-0.1004,1.3797,0.0929,27760063.841794755,28996131.880449314,28411094.60366308,25275680.522702333,26113640.647450007,27588552.91285041
Q86VI3,-0.1498,1.3792,0.0929,1630180.2135598992,1538347.5508232363,1548491.421541751,1289621.3476104678,1468689.6699882362,1469465.9509902808
P26368,-0.0704,1.3696,0.0908,161098894.15927985,160855507.2673956,159565168.6160004,154682859.62395418,152572958.95668164,148645543.5040367
