Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1,V_log2.i._TMT_2,V_log2.i._TMT_3,V_log2.i._TMT_4,V_log2.i._TMT_5,D_log2.i._TMT_6,D_log2.i._TMT_7,D_log2.i._TMT_8,D_log2.i._TMT_9,D_log2.i._TMT_10,D_log2.i._TMT_11
Q9CWG9,-0.2331,2.5669,0.182,2521882.943543682,2413081.4087314354,2891754.006818877,2758147.8451397372,2024838.4836936584,2216527.1102662524,2171011.629683187,2079895.5911615072,2199058.5350349285,1992361.8565886342,2221340.8183526094
P67871,0.1765,2.5566,0.182,9007112.259918848,8052290.671244297,9662512.66553079,8251029.625965352,8788612.221481312,8678925.370913805,9962294.087231519,10237676.966710439,10662673.210637154,9342949.307401113,10487343.628384318
P27048,-0.1582,2.5359,0.182,8746866.243782336,8806035.031044176,8614854.779385421,9392596.293726642,10141831.992780058,8661174.247027066,8376147.13226036,8481545.667889439,7831423.041817584,8251029.625965352,7556084.897982221
E0CZ81,1.36,2.6904,0.182,130931.89499194217,180463.61803212768,133776.85444239262,125441.21466633325,171650.8959341478,148174.40318082235,151852.40467762703,178714.44417040376,204852.280223269,1304254.546088826,298121.07349139533
Q8CGY8,0.1589,2.5938,0.182,6480790.9325391585,6614292.4524367545,6704805.487088355,6335077.693876135,6271269.923545169,6471169.6461795475,6758415.562996213,7415972.724607408,7531379.78252237,7462142.358154751,7798026.361136487
E9Q1W7,0.862,2.547,0.182,39816.706622786965,32390.014164264812,33165.984714817314,38323.575573680144,47731.79330820936,47011.68505496953,87488.95896540764,42565.82480419945,43486.4069524354,154238.72386054715,42565.82480419945
Q3TXX4,0.1339,2.61,0.182,25740390.68396797,23824692.29350322,25984050.39054888,24877488.657533713,23928927.246278286,26706269.774871066,26445394.71456034,27911162.05524477,27997641.31239348,26236225.98685584,28507025.781020533
Q9D898,-0.1345,2.6417,0.182,95501056.51498571,93057457.69375025,93888373.83960347,96867486.54445842,94722959.686291,86423379.45387825,88463978.2633195,89496632.04041757,87735943.16640528,78180229.48665395,88138704.47543912
Q8K3A9,-0.3732,2.5549,0.182,78029.6419447133,87488.95896540764,80566.1162265184,92864.60238417775,69872.81973660446,61518.03975362669,79372.31761628708,61112.45968603106,61518.03975362669,56982.69213992095,58480.75592864259
Q9CPQ1,-0.2445,2.502,0.1666,34416459.62941671,41217756.122694746,48981823.715142526,44706650.37268749,36437197.4892295,30896539.57435014,33189777.673652757,35545395.574151605,31541820.51476527,36956673.41958973,40393167.4156144
P61087,-0.2166,2.479,0.1613,14379888.371569786,15585299.480652764,13086691.776514063,17022781.436653215,13582746.242272697,13871211.130469816,14396357.001288664,12317925.97299689,12069366.750475798,12555022.176882073,10889765.631886872
P62313,-0.2366,2.4215,0.153,5940653.759305375,6157570.754208581,5642768.852471646,6449602.323644549,4420801.027682248,5261730.205190761,5384180.729021375,4683834.506984615,4803225.822378732,4234631.082291487,4790860.591572981
Q9R0M6,-0.3006,2.4273,0.153,405811.2547261904,550677.5493501102,386937.16449211637,369750.6546837753,529750.9695051563,367276.7905489921,369391.13249205454,349786.5226132639,380793.2356722415,393624.96533829236,324966.50915927684
A0A0R3P9C8,0.1837,2.4424,0.153,7634950.246540846,7887688.6077231895,8405220.310559507,6871288.12332058,7182198.910859466,7808491.953026147,7716916.8576590195,8780189.953020927,9108739.073957589,8867205.916628214,9510872.167162802
P62830,0.3106,2.3895,0.1362,1336939.3799846792,1118792.7476778722,1226451.8378330292,1035150.4897770841,1264815.3826205265,1755493.0826578536,1226451.8378330292,1315624.2662132357,1308270.6113932177,1371626.4970559897,1928033.817555746
Q9JL62,-0.227,2.3452,0.1067,6438986.5871512685,7036771.579354183,8821136.039936371,7565808.528815613,5834035.203360577,6335077.693876135,5710173.121399526,6083553.137677483,5608817.499596303,6410718.930785126,6466193.249043763
Q91VH6,-0.1815,2.2975,0.0732,1096257.9133252676,1029880.4640887808,1195368.858083879,1053173.1694600615,1088292.5723047832,990363.4964557952,876036.832131965,945537.37952421,970690.0168954899,1016176.6135066424,983525.0824145037
Q9D0M5,-0.1249,2.2307,0.0707,60906017.97583641,62822513.811563805,62822513.811563805,59134517.538027346,59854985.01480942,55458470.5059389,53219536.635528386,60090287.56070284,53429811.72589612,57036055.98044793,57146261.54000182
P62305,-0.2584,2.2311,0.0707,4080821.236984926,4186635.5878241234,4523384.36633599,4065920.4212001422,2755086.4345341474,3580621.606628511,3445983.2350382926,3294352.7222572197,3071774.0657134806,3338729.1698927796,2954165.6229095696
Q9ESW4,0.303,2.2301,0.0707,1232640.1248255721,1271130.3157133397,1355693.124302333,1269964.909531485,1340826.1303121075,1446110.4432086672,1623750.7692857273,1412137.2748759883,1386228.0943413489,2313960.160570239,1397913.5629899385
H3BJ97,0.3067,2.2453,0.0707,232268.42851927452,194557.1671134526,222931.46188873213,185858.36991394308,234158.0498953319,276725.97006161284,210364.11024524504,273166.3518656381,226285.09527398902,324019.73410642426,277432.14066375635
Q3UUQ7,0.2042,2.2317,0.0707,851167.848708272,724327.6047823714,732860.7530245222,730688.9255648999,831618.6561884695,1008946.8417809441,911938.0748800935,843150.830240509,904167.2485534464,871109.7335545948,812503.7229888762
Q8VE70,-0.1731,2.1543,0.0297,10020491.328073733,9799642.584399894,9557829.427374734,9821487.424893865,8574106.43858789,9678264.819609739,8693670.398242598,9154157.844712177,8007839.506465312,7716916.8576590195,7617013.177559879
B1AQF4,-0.1557,2.156,0.0297,3304722.836882751,3535942.999134397,3708470.4701468735,3625680.9934616056,3276077.3059053724,2929716.817910892,3024092.0894217803,3256972.8959634467,3332415.218775526,3278332.2828420335,2985131.6699766973
Q4VA93,0.2058,2.1704,0.0297,3075093.86539523,3430183.2829563897,3513880.5992719363,2959371.764344349,3024092.0894217803,3145877.998018312,3274126.2702555587,3875179.417889479,3637164.3468125,4156402.2650439413,4069704.702840615
D3YTU0,-0.236,1.9924,0.0294,1678117.3937525367,1579003.0949857507,1570144.5849406852,1537345.0405190128,1445024.7021932194,1522559.4883449285,1537345.0405190128,1422173.453874575,1242625.9793450786,1203523.6389003384,1031230.8280530481
P62320,-0.1817,1.9508,0.0294,3507592.747013307,3524668.469100749,3426803.575585139,3959375.1108762748,3528154.249661899,3314012.6512210807,3516002.1085489844,3314012.6512210807,3141586.7151509165,3148789.8087444324,2559473.0565921054
A0A087WS04,-0.3601,1.9526,0.0294,227620.76748198934,213908.8354506936,398230.5437376686,282455.7836353009,240719.59435908427,209403.67766129322,183314.1526474329,239369.87592441068,199421.60235995453,181135.61317357034,262045.4063544635
P56382,-0.2006,1.9686,0.0294,80989133.36163993,86289289.58533747,77853904.41306427,77312717.36814237,72450073.53180532,77644984.56082685,82484131.6690439,65410257.81893721,69336256.80446339,59134517.538027346,58522658.17866781
Q8BUN9,-0.2044,2.1281,0.0294,6045442.336007945,5530164.991792139,6982179.256168791,5595221.072312296,4905030.013508226,4799413.886412117,5802580.467749446,5137201.43090172,5144836.5409062235,4736372.741824848,4655523.296587731
O08599,0.1627,1.9642,0.0294,88463978.2633195,97241840.95817132,93410831.17275287,82145110.80841662,85852668.83710107,87735943.16640528,91615384.53308508,101910340.95817283,99648262.81905985,115422039.1794141,104549722.73461255
Q91V77,-0.1417,1.9961,0.0294,10005678.398836652,10264549.636266207,9582136.748672588,10103473.192047263,10055933.684743477,9976263.63409217,8342520.711230258,9091319.03053348,8290715.681775517,9950718.745775625,8765601.184565384
Q80Y83,-0.2147,1.9488,0.0294,632815.866927882,684351.8038988838,593409.3576745827,738769.9867651026,681085.9086509685,578839.3436645747,580432.1186826747,601666.2418555081,523545.4537019432,670544.8045248371,490110.06260058424
D3Z325,-0.9171,1.9372,0.0294,558355.0726050326,615016.677077478,536130.225144673,545935.1322213265,3172997.7898377366,534542.1556744719,865777.271794508,486665.4481690023,511638.78660270886,535284.6397224637,509431.570330198
F6ZFT1,-0.2097,1.9784,0.0294,11684786.840885593,11937434.153120443,12790044.209463228,10646191.118180249,8948584.688861605,10638129.288381722,8606736.899935659,8948584.688861605,8821136.039936371,10969627.60504687,10156482.312578924
A2AP32,-0.1925,1.9762,0.0294,1590651.8898872621,1843372.5771382628,1670847.0691650412,1611154.815492172,1356294.8712380873,1349978.5377489391,1426266.5877041128,1425235.981219527,1311036.8960220064,1444036.9008414075,1525678.8043262796
P70444,-0.2703,1.9321,0.0294,1327756.6225584515,1932375.4168828574,1297658.932127604,1475654.8682903212,1137839.1656943667,1159730.8965345055,1335158.8059666783,1006250.5007651695,1171194.4020109763,1210610.8669459212,1258364.5787469829
Q7TQE6,-0.2246,2.007,0.0294,432886.3007382552,499246.336826432,436666.703821617,516581.00246664195,391180.04409620183,405209.70045689965,433760.448635508,375957.15436772874,396819.1307752366,341444.4612631947,386322.32860132726
Q8R1I1,-0.1731,1.9363,0.0294,5470325.689954535,6166306.848449547,5530164.991792139,6471169.6461795475,5161002.993489408,5460146.3383620605,5554043.205220438,5183755.164808834,5265433.184574078,4727545.78810078,4475074.345700249
P68404,0.1342,1.9926,0.0294,11341464.695498506,11975002.21435281,11138744.106000489,10439564.010931337,11327675.812289447,11434155.74080397,11279289.6968192,12790044.209463228,12629899.85498989,13162007.229934487,12779963.189608928
G3UYV7,-0.2002,2.0382,0.0294,4496996.196112841,4493417.317221408,4146005.70451174,4837868.150685549,3546852.6648654006,3914697.056907593,4316101.4578657,3473537.4995817435,3820328.81558876,3381585.59278484,3586483.226271164
P29595,-0.183,2.0959,0.0294,5673588.39365314,6083553.137677483,5100657.176820406,6083553.137677483,4679376.997283186,5362299.218757099,4885892.2402723385,4588808.537572914,4923831.078278185,4901402.858016993,4549079.522016151
A1L341,0.201,2.1027,0.0294,397636.5652843366,404277.8243296801,447387.09785651934,437508.1775666954,441918.8360505467,508652.14084792667,444722.2087517526,482870.4975198575,452290.6927037699,542307.093496098,506176.1457229696
O35852,-0.167,1.9992,0.0294,1433981.9355092926,1471068.736752617,1292271.9698465404,1314041.033346697,1323433.6262772973,1290796.7796796034,1222428.729752285,1229046.4721482424,1272927.2002252378,1125460.508634858,1168058.7064171813
Q8K2C9,0.1467,2.0603,0.0294,5955997.917416166,5178829.9668797,5673588.39365314,5296515.937182851,5850700.534704538,5881298.042233749,5819092.046701075,6864524.36819672,6375226.879195544,5871945.410172127,6338788.381525755
Q5SXR6,0.0999,1.939,0.0294,205399904.54846087,206591240.8706506,196430154.9142929,197280500.62828755,191213737.12677735,208081975.9955406,218188711.23219678,218188711.23219678,221749529.47757724,211048719.16457996,205399904.54846087
P54775,0.1072,1.9536,0.0294,12510380.107236078,13429178.708270296,13131394.765144637,12825584.203190705,12949278.24256318,13424064.31089196,14458434.743828679,13894916.914509233,13774077.492530048,13863753.480747223,14439299.884881422
E9Q6U0,-0.4049,1.9399,0.0294,166184.9537971014,218481.2157131861,100021.70064818727,232268.42851927452,179021.28032906653,125441.21466633325,142915.17012733404,115072.0063657483,124618.02870610003,159394.64060621415,145219.96746870055
Q80YV4,0.3198,2.0188,0.0294,102113.6741448399,79372.31761628708,87202.62394697568,64840.917081653955,87488.95896540764,102113.6741448399,100760.56698586773,119174.86377315935,112083.32745311264,106305.92509807009,90332.8589810375
B2RQ71,0.1615,2.0856,0.0294,1682445.8956487903,1663257.47739585,1625635.3010205918,1656516.3733195039,1749787.1139081728,1689878.7609449723,1785057.5691505105,1888815.0009483376,1903222.737876619,1985105.9047143704,1996425.9159467556
Q6GQS1,0.1501,1.9636,0.0294,2086821.2656786407,2084590.502257739,2122099.357751405,1990088.1206067752,2180931.5148359607,2122099.357751405,2257448.1926903864,2368075.1292214934,2289657.496376836,2511973.9082373176,2390434.487964386
Q9D051,0.1486,1.9218,0.0257,30651270.21682619,33138492.9122538,28885211.554455526,28456723.639706347,32158423.60001835,31377545.426774256,30436220.827326365,35237032.56499334,33471912.028016336,37581825.2916772,35885841.68799107
P63216,-0.0289,0.1676,0.0001,4846127.8459931435,4621568.094129752,5032988.731672655,4512329.939740722,4045535.6414820994,5009651.900342171,4772964.666472952,4794286.46995789,4294957.588787625,4437970.7596217375,3820328.81558876
Q03958,-0.0498,0.2662,0.0001,9309553.42937905,9570336.2691395,8968837.380233739,9806192.59057183,6558199.427630024,9175624.100584486,8007839.506465312,7925926.136746551,8405220.310559507,9292341.397820491,8481545.667889439
Q8BH80,-0.0149,0.1269,0.0001,30740534.914312568,32279157.34928247,32158423.60001835,31327850.191241156,32380904.476344902,32441196.21104449,28507025.781020533,31293545.040292576,31430686.965899825,33372690.291994076,31721567.653777972
Q3TCH7,0.029,0.1239,0.0001,161321.179782294,173586.1939369571,200927.375850042,181458.82170916398,174413.2475683658,166654.60911644992,173206.1050799058,171650.8959341478,191571.68572047778,196211.91501941314,192878.81476081937
O08917,0.0142,0.1274,0.0001,10592264.05929302,10576167.950721905,11086094.329864677,10785228.079260089,10115394.223275032,10542065.311044632,11313219.876253447,10552683.004526408,10904649.50274276,10141831.992780058,10990298.993715603
Q8K2L8,-0.0163,0.1163,0.0001,2905180.223335101,3034980.8882182245,3209913.8796371804,3028612.3805157286,3104932.5109376684,3192102.208105786,2979372.7660621917,2943477.999898438,2868655.9124296485,3177148.254846406,2977831.4619516106
P26043,0.013,0.1125,0.0001,36802103.37296551,39706735.422861,37318135.4735544,37318135.4735544,41388600.60304409,40014578.90542928,38486876.65014546,39257406.69085715,37370709.481167324,38876697.01567428,39192323.746540084
Q810U3,-0.0399,0.1463,0.0001,1351059.5471894932,1227811.7697281288,1523398.3295998124,1385322.6562075973,1109360.5580958363,1158950.704445243,1730282.546996127,1168058.7064171813,1319560.008076628,1028803.5503825492,1298637.8173363463
E9Q919,-0.06,0.2892,0.0001,2612438.6727520446,2481539.987224361,2511973.9082373176,2468975.7645089915,1669334.20234338,2264929.0051410315,2463775.5879480042,2132701.851519961,2316924.5607781056,2097122.2852306957,2252672.1260706536
Q8R464,-0.0193,0.1422,0.0001,31146770.85820478,30836737.731162302,31430686.965899825,31377545.426774256,28507025.781020533,29473050.233524468,33348972.590772144,30609907.846303947,32380904.476344902,28218949.25899276,27556229.29658124
Q9D0W5,-0.0423,0.2184,0.0001,2370465.9085984556,2376787.0930657815,2501131.2628179872,2013855.2405590643,1826056.0026176656,2211787.2586963126,2345782.9984862423,2031155.3430413753,2124271.8360441774,1912199.9397628661,2302841.0770098
Q9Z0N1,0.0247,0.1751,0.0001,42412947.16384155,38876697.01567428,38657446.810420826,35762650.58178469,40732220.57499416,39341687.548340484,44586445.73476262,39824604.894957095,42366731.8599461,37318135.4735544,36437197.4892295
A6H5Z3,0.0189,0.1104,0.0001,721234.7683023759,746993.2666917855,655018.4061185736,743506.90007865,806432.7787449982,765420.0409171693,715658.0300415668,766344.950514572,730688.9255648999,720512.6942413702,769048.1182985714
P52795,-0.0148,0.1126,0.0001,3281068.362948255,3231067.975357909,3459871.2502506548,3308486.8924446944,3440059.968087237,3491373.302385776,3225926.5096647087,3412651.0347075104,3223711.909921075,3198087.2119197845,3314012.6512210807
Q99KV1,-0.0213,0.1501,0.0001,4942793.260076932,5231535.446618415,5043546.130489216,5366824.194514021,5625819.930415238,5389681.607064035,4606437.264563233,5530164.991792139,4880415.311819616,5450213.673898887,5144836.5409062235
P70274,-0.029,0.1393,0.0001,289180.0349768326,280084.81570077175,241918.90472256797,276725.97006161284,291393.7400758043,291393.7400758043,276349.9744681222,279492.10266407277,265958.0657714011,240719.59435908427,268874.9467439264
Q9D4J7,0.0387,0.1718,0.0001,658925.3736576776,575464.0869099029,682487.4974092479,642216.5094524545,514461.9758086406,545127.0970719417,765420.0409171693,590337.1342936204,657369.7820110074,604263.1100527172,627996.4987545935
E9PVA8,-0.0262,0.1198,0.0001,267955.8246041675,290800.4917767097,265070.55982617516,268423.8044239346,253487.51204581378,265070.55982617516,228052.58395083802,259335.87140127266,256800.89280271903,300561.94339372864,276725.97006161284
P84084,0.0175,0.133,0.0001,7874110.638570431,7055820.463656836,6871288.12332058,6814041.592039226,7734360.246011529,7707618.384484584,7036771.579354183,7660296.720858903,7444103.695359687,7325363.3904139325,6990512.890901394
Q9CY34,-0.0202,0.1242,0.0001,2163806.6303387214,2142604.7934728656,2142604.7934728656,2201039.0958155124,1992361.8565886342,2171011.629683187,1820409.8328162394,2058329.0184415353,2119369.048270526,2233887.079324709,2196235.66420524
Q6PGN3,-0.033,0.1759,0.0001,1241157.2817924847,1572117.6070259812,1327756.6225584515,1229046.4721482424,1326415.4263315094,1140761.7589052636,1312632.2339194294,1324747.9223426788,1369951.5980088504,1267421.1116415602,1443315.2061161099
A0A0R4J0I2,0.023,0.1239,0.0001,399448.6181811449,435989.947048797,418324.851669196,436666.703821617,465041.507027442,439424.20739041443,436666.703821617,465834.76266683557,398230.5437376686,463966.52426992165,424792.7402280833
P62137,0.0145,0.1257,0.0001,64097095.4083145,58170605.959451854,59854985.01480942,61472184.61136153,62522870.87401923,61960264.493750095,65747667.98331104,62522870.87401923,62522870.87401923,59282546.21824021,59134517.538027346
P62874,0.0112,0.1124,0.0001,181639044.22284654,169840652.85090297,172594112.47774726,182270430.22508568,181639044.22284654,178583396.9021167,175759801.01402143,182270430.22508568,186231308.0220552,174359185.94533485,177092422.49066237
Q99J39,0.0332,0.1659,0.0001,781763.5026780817,980242.5225320363,803358.6464987517,851167.848708272,888551.9073588869,892045.764472235,750279.1591595949,971256.0426348131,866470.4433590533,827634.9083538654,981588.1352398993
E9QAF9,-0.031,0.1193,0.0001,207436.16653509063,178714.44417040376,195203.1620280773,176756.61700445623,193205.29642033624,213451.12814533012,184585.05366926384,191571.68572047778,196993.2052879446,146455.7983739493,184585.05366926384
Q68FM7,0.0243,0.1461,0.0001,1844365.4697336366,1847621.6029510566,2065936.705053635,1954521.8487947695,1793820.8436238698,1758421.986042599,2196235.66420524,1870632.371471583,1888815.0009483376,1934180.683174251,1957531.8355278526
Q9D020,0.0395,0.1722,0.0001,586577.3130536661,487294.1283093829,642216.5094524545,548812.7424025111,511043.25910309126,517679.7035813279,636174.3235791603,561772.22901908,640945.8694591036,465409.5414420484,603036.5344013927
E0CXD4,-0.0277,0.124,0.0001,162859.66754276416,166184.9537971014,156969.3386356985,181976.9799684596,181976.9799684596,154664.42341004472,168933.87155065266,173586.1939369571,173206.1050799058,161618.85456439666,168933.87155065266
P59325,-0.0127,0.1205,0.0001,29359509.857598685,28330870.610230967,29788221.14946504,27249160.106446594,28956108.231846344,28131035.61085145,27968302.03173974,28413061.525406912,28854906.741884775,28365680.70686539,29237013.06276947
Q8BP92,-0.0131,0.1215,0.0001,22793753.127528924,23185961.1102339,23185961.1102339,23597721.006291907,24771135.932531044,23556700.485613257,22763471.77071037,22663836.47224436,22793753.127528924,23767667.93937936,24259922.555731416
A0A0R4J0U2,0.0163,0.0975,0.0001,1298637.8173363463,1105244.3099477948,1102612.3200441585,1121304.678922518,1154403.6465131824,1214018.5225387467,1150365.0427553873,1222428.729752285,1131184.5727318095,1150365.0427553873,1151573.6053482946
P62331,0.0378,0.1722,0.0001,6549142.035718475,6480790.9325391585,5004891.2565122135,5450213.673898887,7230481.007276521,7059790.5802372955,5366824.194514021,7022807.848342306,5913963.195593491,6768717.952450453,5711985.916768331
A0A0A0MQM0,0.0289,0.1994,0.0001,50325567.13737805,53342071.12319499,49378224.36048521,47629576.14114576,54431127.14423008,54296858.81383616,43373457.72568524,52232981.47313351,51980655.71871775,56116261.06562747,54431127.14423008
Q99J31,0.0293,0.1322,0.0001,333141.6439567468,338573.0745879419,330497.8160367912,342945.17609558115,427274.6469713279,416135.3221895703,335216.96334131097,348724.772605638,337443.37086233444,381075.4808189481,351998.1239128974
Q91VR7,-0.0187,0.1306,0.0001,3841852.078578416,3875179.417889479,3557752.9358735946,3741628.3106460217,3681080.286472339,3804830.7554042656,3582939.429674802,3443310.6532830615,3416169.117350164,3992447.1811706442,3916933.2408514153
Q8BGD8,0.024,0.121,0.0001,1554284.3676611267,1534144.7052608938,1314041.033346697,1564264.714706923,1222428.729752285,1572117.6070259812,1518757.3152831595,1384417.8094759549,1446110.4432086672,1500616.9504048205,1354166.278258179
Q9CZN4,-0.0247,0.1607,0.0001,1919736.259816286,1990088.1206067752,2316323.8814741946,1929638.4889383377,2089479.783073748,2042827.9160794932,1929638.4889383377,1986894.2241647362,1962084.8028265801,2093399.8481631135,2073619.7108284717
Q9CX53,-0.0395,0.1665,0.0001,171322.31113256485,221406.73820343232,193205.29642033624,224992.18121170413,207436.16653509063,195203.1620280773,214460.80205821214,195203.1620280773,212966.11493607916,195203.1620280773,176490.64851805737
Q9Z1R4,-0.0189,0.1241,0.0001,2130485.971295922,2139078.2960561826,2056794.7623037978,2111252.9203339233,2289657.496376836,2152588.757790191,1905630.5299294046,2166056.2288685148,2093399.8481631135,2250048.2423954387,2141457.5021929215
H3BL41,-0.0139,0.1303,0.0001,9260173.63500152,9447586.73852773,9993473.771425467,9275428.489038263,9091319.03053348,9212941.967347898,9570336.2691395,9283347.437138112,9134241.414693322,9358536.839625329,9400351.66967499
Q9EQQ2,0.0202,0.1045,0.0001,380324.4705615482,311704.27326934616,339165.129982478,348724.772605638,342192.6175366915,340218.6565219836,353223.0098723248,333564.8797193332,378559.5177898944,342592.1438147683,348310.98579511815
Q99LU0,-0.0169,0.144,0.0001,10552683.004526408,10093407.369098613,10345568.553591684,10468787.352268284,11086094.329864677,11021578.381855631,9557829.427374734,10638129.288381722,10191908.62692018,10079517.874741098,10849859.032124769
Q59J78,0.0137,0.113,0.0001,5420918.500543754,5225238.599935169,5456984.678938345,5530164.991792139,5673588.39365314,5717899.8134166105,5202208.371502117,5438800.660671116,5519510.408097149,5791100.9545705635,5420918.500543754
O89086,-0.0327,0.1738,0.0001,15048585.592232237,14072399.207768805,16757696.944308242,15194618.426664263,13199808.061980788,13691993.73732701,17722569.312784426,13712132.35620475,15427549.901752237,12317925.97299689,14297076.409383846
Q8BGU5,0.0128,0.1138,0.0001,6768717.952450453,6961084.541283032,7182198.910859466,7045172.888989994,7036771.579354183,7078955.754534426,6694952.042268668,6961084.541283032,7137963.263381158,7318677.381260705,7189678.104094759
Q9D1X9,-0.0282,0.1198,0.0001,498396.7612212044,462366.7562453936,471386.1216650452,482229.5718919527,448051.8349912559,443926.00623912364,545935.1322213265,493260.80105346453,513182.09952759865,372619.79702688183,412312.64572257
P16014,-0.0123,0.1157,0.0001,22141224.92830481,21687972.478171103,22069404.109972637,22069404.109972637,20745806.736127038,22217246.904356647,21707790.43445536,21188423.70118923,21687972.478171103,21154582.70851685,21445166.376099527
Q9WU79,-0.0408,0.1252,0.0001,236396.60216772527,283991.2568859886,294102.37046619016,262796.6782545798,224992.18121170413,185528.10216136285,350198.00497540593,250310.03267989756,268874.9467439264,226285.09527398902,238936.1695934689
Q9CQT7,-0.0219,0.1249,0.0001,529221.4732454265,511638.78660270886,496342.68760734313,458201.21023785503,496836.73144782224,510400.59269388515,490110.06260058424,497439.6977014761,506958.10810488136,470873.1327129888,470873.1327129888
Q80ZJ1,-0.0147,0.1304,0.0001,26540021.3624891,25429309.456218477,26505643.376955442,25136252.671125505,26406810.499830086,26584352.726349417,24603452.50556452,27556229.29658124,25928701.824334152,25136252.671125505,24682857.445211228
P06797,0.0251,0.144,0.0001,1293332.9254166882,1213099.4815009595,1220329.785453253,1190575.0439871044,1360597.6656313553,1360597.6656313553,1122099.4654850732,1377337.2491369084,1192471.1352553412,1311036.8960220064,1304254.546088826
Q9CZU6,0.0224,0.1702,0.0001,206591240.8706506,190262528.8138542,206591240.8706506,174359185.94533485,182270430.22508568,175759801.01402143,197280500.62828755,191213737.12677735,201534964.02273226,192217378.11928144,212676644.4420348
Q99KN2,-0.0232,0.1384,0.0001,992515.6873394836,927409.7136869335,916329.0896800521,846875.1636235069,945898.2807337824,897878.0510450121,940511.5693189749,972241.0823093741,896252.3537865452,825671.533974818,935998.3107964525
Q91VB8,-0.037,0.2425,0.0001,608859246.3108062,637564565.0796837,590516457.7022196,590516457.7022196,470947734.76495755,637564565.0796837,518513178.20951504,544535426.6447642,544535426.6447642,590516457.7022196,556251871.3173226
A2A547,0.0404,0.2049,0.0001,3828034.81455714,3516002.1085489844,4245658.640146763,3316965.8736386294,3766919.8291498264,3231067.975357909,4667998.7357500745,3612360.543561536,4045535.6414820994,3482692.856765925,4012600.821677583
O70400,-0.0166,0.1394,0.0001,6668905.988759607,5946548.4008731125,6449602.323644549,6152620.440150592,6735534.145140765,6338788.381525755,6200960.311050388,6106379.129910621,6485121.569899357,6200960.311050388,6582541.592394853
Q9WUA6,0.0224,0.1619,0.0001,15292086.662521314,15992887.956116956,13961218.929557145,15094931.457776396,16875935.621073775,16501149.01511155,14359488.189865112,16180070.738532068,15411853.905960796,16875935.621073775,14808112.623032603
Q5U5V2,-0.0297,0.1436,0.0001,350660.83576170757,313352.6553486501,317804.8904870725,339165.129982478,284534.1433107798,322683.19773491105,327284.53752001195,290800.4917767097,349186.43739781604,290800.4917767097,307528.05998641485
Q91Z67,-0.0195,0.1509,0.0001,7831423.041817584,8029405.747151263,8708713.999891654,8013663.466666209,7716916.8576590195,7505647.300475341,8813178.102752123,7575630.24302038,8109604.4993563425,7660296.720858903,8066442.127743184
P13597,-0.0214,0.1169,0.0001,353587.64233905956,388207.65616225125,368521.74562107277,364033.9720072464,354227.60110547085,359255.9699408463,395015.4557021432,361324.00700664596,336214.41225855,359897.96305652725,351182.3243353811
P51830,0.0175,0.1307,0.0001,4285414.1361553995,4570551.903052962,4291434.901834431,3950138.8187731244,4324408.726384275,4352339.7437176835,3998421.131348415,4273402.945057635,4467762.214877247,4549079.522016151,4388441.972164406
Q9WVA2,-0.0538,0.262,0.0001,2013855.2405590643,2040869.9022141322,1821274.575693886,1960371.157365045,1366820.2088495123,1942423.870602719,1752246.035782949,1613339.0927790196,1843372.5771382628,1790273.8948615754,1704658.434223402
Q62417,-0.0229,0.1724,0.0001,13632920.435495224,13760265.50287486,15678336.881726965,13942745.693642944,13245641.069138553,13322600.40343671,15231010.169349946,13774077.492530048,13673605.415261595,12737905.99637979,14278916.374578085
Q9ESJ4,0.0198,0.1433,0.0001,3677887.645217852,3841852.078578416,3754274.2760852203,3708470.4701468735,3462977.98445748,3430183.2829563897,4109158.4403726286,3775101.6469382355,3793968.513408507,3702884.46395184,3639833.8653201624
Q99NB1,-0.0124,0.1166,0.0001,9937943.926837038,9518186.066566136,9799642.584399894,9700517.93020472,9582136.748672588,9366090.16519554,9976263.63409217,9549256.786336979,9924395.469924359,9275428.489038263,9678264.819609739
Q60668,0.0225,0.1731,0.0001,123545406.01735272,117953663.01225537,128556817.6701914,112961958.92482203,114635926.04461853,112961958.92482203,121714370.20154664,122476631.25989501,119599162.49323894,114635926.04461853,137411596.033141
Q3TWI9,0.0199,0.1093,0.0001,402887.97371076874,362894.1223748683,409099.9643503118,410320.38950971357,401068.93325565464,425095.2399770965,383259.17202434264,404277.8243296801,387651.0662629604,408578.7788181387,408373.2050490669
A0A087WRP9,-0.0557,0.2433,0.0001,374504.90873275057,392784.95787705295,269783.6144092233,395015.4557021432,402102.77574664145,320100.58923899464,398697.2272263395,335787.0789475197,362585.28340820473,343263.5321558877,358331.63927809347
P60764,-0.0183,0.1203,0.0001,2022783.8863942157,1813352.6206760732,1949099.43081405,1843372.5771382628,1921858.8370014094,1863411.1096418009,1870632.371471583,1884852.6237950819,1893125.7071389817,2033265.0123707773,1774345.2834091785
Q9CTY5,-0.0123,0.1096,0.0001,6379756.157367972,6329677.368135703,6391924.219717472,6295715.622633913,6295715.622633913,6346817.561152271,6536867.897053512,6453808.815981982,6216265.844460395,6188999.380528087,5979119.241067749
