Accession,T40,T43,T46,T49,T52,T55,T58,T61,T64,T67,RSD
IPI00028888.1,0.9999,1.2003,1.4102,1.4729,1.2966,1.2026,0.9217,0.9647,0.7715,0.5837,0
IPI00219622.3,0.9999,1.1255,1.1679,1.2611,1.1219,0.9382,0.9037,0.9489,0.9397,0.8003,0
IPI00298520.3,0.9999,1.0113,0.9745,0.8455,0.6124,0.3278,0.1793,0.1259,0.1069,0.0781,0
IPI00383046.3,0.9999,1.0085,1.0276,1.0774,0.8542,0.5699,0.2045,0.1305,0.1068,0.0792,0
IPI00411559.2,0.9999,0.9693,0.8991,0.521,0.3049,0.1408,0.0852,0.0707,0.0588,0.0492,0
IPI00642211.3,0.9999,0.9876,0.958,0.8943,0.5121,0.1774,0.0985,0.0806,0.0678,0.053,0
IPI00796337.1,0.9999,1.0276,0.9635,0.8918,0.7004,0.429,0.2396,0.1646,0.115,0.0708,0
IPI00003965.5,0.9999,0.9421,0.7383,0.4859,0.2968,0.1497,0.1025,0.078,0.0643,0.0517,0
IPI00008164.2,0.9999,0.9696,0.9058,0.7045,0.3957,0.164,0.0848,0.0648,0.0525,0.0409,0
IPI00026154.3,0.9999,0.9869,1.0502,1.1081,0.9498,0.8763,0.6682,0.717,0.6046,0.4969,0
IPI00180675.4,0.9999,0.9423,0.7414,0.607,0.4429,0.1989,0.0913,0.0675,0.0557,0.0436,0
IPI00299155.5,0.9999,1.1295,1.2328,1.3218,1.1702,0.9773,0.9997,1.0592,1.0755,0.9343,0
IPI00395939.3,0.9999,1.0117,0.9716,1.0023,0.9146,0.775,0.4183,0.1761,0.1343,0.0977,0
IPI00642126.3,0.9999,1.0174,0.6608,0.243,0.1606,0.087,0.0551,0.0508,0.0386,0.0347,0
IPI00867509.1,0.9999,1.0033,1.0179,1.0658,0.8253,0.4271,0.0977,0.0682,0.0582,0.05,0
IPI00014311.4,0.9999,0.9667,1.0051,0.9712,0.7916,0.4443,0.1408,0.1048,0.0825,0.0598,0
IPI00015973.1,0.9999,0.955,1.0115,0.9723,0.8174,0.6432,0.276,0.2312,0.1866,0.1385,0
IPI00017283.2,0.9999,0.9512,1.0048,0.9545,0.7027,0.3615,0.1039,0.0758,0.0688,0.0572,0
IPI00017451.1,0.9999,0.9948,0.9807,0.7718,0.5293,0.2955,0.1803,0.1278,0.1102,0.0789,0
IPI00018349.5,0.9999,0.9761,1.0165,0.7594,0.2877,0.1146,0.0655,0.0525,0.0448,0.0381,0
IPI00023860.1,0.9999,0.9978,1.0033,0.9531,0.7489,0.4698,0.2686,0.2412,0.202,0.1537,0
IPI00220373.5,0.9999,0.9721,0.9794,0.8726,0.6834,0.4565,0.1961,0.0965,0.0675,0.0507,0
IPI00419237.3,0.9999,0.9598,0.7636,0.6135,0.4675,0.322,0.2389,0.1904,0.128,0.0749,0
IPI00455210.1,0.9999,0.93,0.7334,0.4341,0.2974,0.1514,0.0991,0.0915,0.076,0.0666,0
IPI00646361.3,0.9999,0.9363,0.8676,0.6551,0.4533,0.2719,0.1795,0.1579,0.1447,0.1069,0
IPI00646493.1,0.9999,1.0468,1.0433,0.9194,0.543,0.2064,0.0993,0.073,0.0598,0.0498,0
IPI00719680.1,0.9999,1.0611,1.01,0.7319,0.2952,0.1307,0.0783,0.0642,0.0522,0.0414,0
IPI00014310.3,0.9999,1.013,1.0154,1.0169,0.8944,0.7329,0.7228,0.5421,0.1289,0.0861,0
IPI00021926.3,0.9999,1.0893,1.0265,0.8931,0.6757,0.3402,0.1707,0.1248,0.0992,0.0773,0
IPI00031708.1,0.9999,0.9606,0.9546,1.016,0.9296,0.8421,0.8415,0.8779,0.8684,0.6307,0
IPI00219029.3,0.9999,0.9973,0.9764,1.0549,0.9582,0.906,0.885,0.9266,0.9319,0.7104,0
IPI00291939.1,0.9999,0.9643,0.9053,0.756,0.5236,0.2793,0.1624,0.119,0.0928,0.0699,0
IPI00294879.1,0.9999,1.0503,0.9948,0.8852,0.5686,0.2377,0.1548,0.1238,0.1032,0.082,0
IPI00299254.3,0.9999,0.9746,1.0008,0.8595,0.5653,0.3024,0.1622,0.1224,0.0982,0.0732,0
IPI00305267.2,0.9999,0.9666,1.0057,0.9463,0.8871,0.8156,0.7072,0.6113,0.5611,0.3905,0
IPI00397904.6,0.9999,0.997,0.9356,0.621,0.2822,0.1171,0.0711,0.0601,0.052,0.044,0
IPI00745406.2,0.9999,0.9489,0.9613,0.8637,0.7441,0.6282,0.5139,0.4365,0.3804,0.2446,0
IPI00873294.1,0.9999,1.0083,0.9674,1.0574,0.9688,0.9153,0.9082,0.921,0.653,0.2454,0
IPI00004839.1,0.9999,0.9809,0.9807,1.0389,0.9491,0.8154,0.7154,0.6567,0.4756,0.2431,0
IPI00004860.2,0.9999,0.9189,0.5252,0.28,0.1835,0.0693,0.0442,0.0377,0.0338,0.0316,0
IPI00006025.1,0.9999,1.0606,1.1088,1.0294,0.5117,0.1864,0.1033,0.0842,0.071,0.0558,0
IPI00017726.1,0.9999,0.9907,0.9101,0.8607,0.5609,0.2133,0.0984,0.0779,0.0649,0.0515,0
IPI00023647.4,0.9999,0.9882,0.9663,0.6351,0.3696,0.2086,0.1398,0.1004,0.0942,0.0687,0
IPI00025252.1,0.9999,0.9951,1.0043,0.9333,0.6501,0.34,0.1608,0.1165,0.095,0.0772,0
IPI00027350.3,0.9999,0.8354,0.9977,1.0425,0.8945,0.8691,0.5701,0.4794,0.4981,0.3267,0
IPI00028004.2,0.9999,1.138,1.1154,1.1528,1.0791,0.894,0.9635,1.006,1.0847,0.935,0
IPI00166010.6,0.9999,1.0654,1.0234,0.7884,0.4426,0.1484,0.0797,0.0683,0.0572,0.047,0
IPI00221012.7,0.9999,1.0888,0.9127,0.6792,0.3948,0.1698,0.092,0.0803,0.064,0.0478,0
IPI00246058.9,0.9999,0.8977,0.9796,0.6827,0.2151,0.0936,0.0575,0.046,0.0415,0.0356,0
IPI00306290.5,0.9999,0.9782,0.9448,0.7995,0.4011,0.1541,0.0925,0.0709,0.0646,0.0511,0
IPI00465054.2,0.9999,1.0103,0.9991,1.0722,0.965,0.9249,0.9095,0.8808,0.5178,0.1914,0
IPI00470573.1,0.9999,0.9525,0.9361,0.944,0.8486,0.7008,0.5383,0.3013,0.0959,0.0647,0
IPI00470610.4,0.9999,0.9929,1.0378,0.9824,0.9278,0.7596,0.5617,0.4317,0.2637,0.1038,0
IPI00480142.2,0.9999,1.0352,1.0448,1.0844,0.943,0.6222,0.201,0.1169,0.0932,0.0708,0
IPI00873622.2,0.9999,0.9235,0.9533,0.8215,0.4638,0.1863,0.0832,0.0688,0.0572,0.0451,0
IPI00014263.1,0.9999,0.9795,0.9734,1.0148,0.8783,0.7671,0.6286,0.6595,0.5282,0.4486,0
IPI00024175.3,0.9999,1.1421,1.1989,1.2889,1.138,1.0004,0.9368,1.0168,1.0401,0.9023,0
IPI00029079.5,0.9999,0.9801,0.9234,0.6525,0.2802,0.1166,0.0659,0.0551,0.0462,0.0388,0
IPI00072377.1,0.9999,0.8865,1.0355,1.1163,0.9673,1.0608,0.6854,0.6653,0.5338,0.4112,0
IPI00218782.3,0.9999,0.9906,1.0053,1.0435,0.9423,0.8033,0.6005,0.403,0.1915,0.1103,0
IPI00306369.3,0.9999,0.9186,0.9651,0.9492,0.846,0.6457,0.1864,0.0943,0.082,0.0623,0
IPI00328753.1,0.9999,0.9788,1.0422,1.0338,0.8826,0.8944,0.8158,0.7018,0.7751,0.5304,0
IPI00396015.5,0.9999,0.9774,0.6788,0.2958,0.1883,0.0869,0.0535,0.0496,0.039,0.0351,0
IPI00514983.4,0.9999,0.9466,0.961,0.7572,0.4004,0.2204,0.13,0.0967,0.0782,0.0635,0
IPI00759546.2,0.9999,0.9294,0.9246,0.7174,0.4445,0.2509,0.1618,0.1355,0.1227,0.0978,0
IPI00872533.1,0.9999,1.0098,1.0154,1.0352,0.9399,0.7857,0.5806,0.4104,0.2974,0.2166,0
IPI00910194.1,0.9999,0.9677,0.9962,0.9653,0.8445,0.7089,0.4783,0.375,0.3658,0.2786,0
IPI00003519.1,0.9999,1.0798,1.1001,1.1656,1.1838,1.1053,0.7172,0.3118,0.1533,0.1127,0
IPI00007812.1,0.9999,0.977,0.9501,0.9361,0.7656,0.4708,0.3482,0.2735,0.1468,0.0709,0
IPI00008868.3,0.9999,1.0274,0.9345,0.9217,0.8175,0.7085,0.5201,0.4832,0.3924,0.3147,0
IPI00011201.1,0.9999,1.001,0.9841,0.9648,0.8473,0.5233,0.1628,0.1101,0.0903,0.0684,0
IPI00027443.5,0.9999,0.9964,1.0085,0.9804,0.626,0.1389,0.0714,0.0571,0.0474,0.0402,0
IPI00032826.1,0.9999,0.981,1.0967,1.1435,0.9785,0.8647,0.3531,0.2717,0.1774,0.1574,0
IPI00033600.1,0.9999,0.8896,1.0195,0.9209,0.6122,0.4832,0.249,0.1652,0.1108,0.0754,0
IPI00147874.1,0.9999,0.9493,0.9914,0.9871,0.6333,0.2637,0.0986,0.0701,0.0486,0.0405,0
IPI00296053.3,0.9999,1.0284,1.0172,0.7589,0.2465,0.1104,0.0738,0.0601,0.0498,0.0408,0
IPI00411706.1,0.9999,0.9574,0.99,1.0222,0.8668,0.6163,0.1816,0.0739,0.0635,0.0497,0
IPI00760846.1,0.9999,1.1271,1.1064,0.6187,0.3696,0.1673,0.1069,0.0902,0.0724,0.0636,0
IPI00783982.1,0.9999,1.0164,1.0037,0.8785,0.6419,0.3558,0.2113,0.1547,0.1358,0.0995,0
IPI00872664.1,0.9999,1.1224,1.0776,1.0824,0.7503,0.318,0.2251,0.1749,0.1468,0.1144,0
IPI00003881.5,0.9999,1.0946,1.0296,0.9714,0.7279,0.3306,0.1475,0.119,0.1034,0.0851,0
IPI00009104.7,0.9999,1.0531,1.0902,1.0933,0.9876,0.8242,0.5968,0.1787,0.1412,0.1104,0
IPI00019380.1,0.9999,0.9614,0.9194,0.5976,0.3685,0.1727,0.0974,0.0794,0.0709,0.0533,0
IPI00021129.4,0.9999,1.0071,0.9997,0.7401,0.3385,0.1508,0.0912,0.0693,0.0646,0.0497,0
IPI00022542.1,0.9999,0.9644,1.0039,0.9254,0.6918,0.3346,0.1455,0.1142,0.0988,0.0724,0
IPI00022977.1,0.9999,0.9548,0.9095,0.6189,0.2951,0.1518,0.0862,0.073,0.062,0.0533,0
IPI00216057.5,0.9999,1.0121,0.9587,1.0184,0.9458,0.8339,0.6622,0.3654,0.1177,0.0763,0
IPI00307155.7,0.9999,0.9954,1.0246,0.9391,0.7488,0.4607,0.17,0.1244,0.1004,0.0729,0
IPI00411452.3,0.9999,1.0179,1.0108,0.7276,0.2776,0.1036,0.058,0.0498,0.0464,0.0413,0
IPI00414320.1,0.9999,0.975,0.9639,0.72,0.2475,0.0933,0.0584,0.0516,0.0451,0.0383,0
IPI00658023.1,0.9999,0.9541,0.9898,0.977,0.8224,0.3006,0.1109,0.0911,0.0751,0.0624,0
IPI00792352.1,0.9999,0.9116,0.9714,1.0157,0.8005,0.6441,0.2623,0.103,0.0593,0.0485,0
IPI00005161.3,0.9999,1.0228,1.0162,1.0887,0.9511,0.8104,0.6737,0.3869,0.1137,0.0772,0
IPI00006932.3,0.9999,0.9642,1.1304,1.0538,0.8609,0.6212,0.4021,0.3659,0.3192,0.2386,0
IPI00016610.2,0.9999,0.9444,0.9642,0.9462,0.8545,0.687,0.4955,0.3676,0.2498,0.1436,0
IPI00017596.3,0.9999,0.909,0.9928,1.0325,0.8676,0.5578,0.1417,0.0977,0.0786,0.0584,0
IPI00018146.1,0.9999,0.9198,1.0572,1.0681,0.8961,0.6915,0.2618,0.2093,0.1611,0.1161,0
IPI00018398.4,0.9999,1.1501,1.0007,0.9221,0.716,0.3262,0.1929,0.141,0.1101,0.0831,0
IPI00020042.2,0.9999,1.1447,1.1584,1.1259,0.8349,0.4285,0.2402,0.1771,0.1396,0.1078,0
IPI00021435.3,0.9999,1.2248,1.2549,1.2175,0.907,0.432,0.2597,0.1845,0.1433,0.1109,0
IPI00023344.2,0.9999,1.0228,0.8017,0.4865,0.3041,0.1431,0.0912,0.0768,0.061,0.0514,0
IPI00026320.1,0.9999,1.3633,1.2933,1.274,1.2711,0.8385,0.5471,0.3549,0.247,0.1703,0
IPI00031627.3,0.9999,1.0395,0.8949,0.4943,0.2977,0.137,0.0822,0.0655,0.0542,0.0421,0
IPI00182757.10,0.9999,1.1522,0.9426,0.6643,0.4623,0.2353,0.1625,0.1311,0.1193,0.0893,0
IPI00292753.7,0.9999,0.9434,0.8084,0.6002,0.3794,0.1924,0.1153,0.0942,0.0803,0.0591,0
IPI00396627.1,0.9999,0.9228,0.9341,0.8666,0.7812,0.6335,0.478,0.371,0.2936,0.152,0
IPI00441473.3,0.9999,1.1018,1.1237,1.1131,0.7132,0.2158,0.1024,0.0798,0.0683,0.0566,0
IPI00002134.4,0.9999,1.0418,1.0631,1.0339,0.8883,0.7112,0.3258,0.1374,0.1208,0.0923,0
IPI00007927.4,0.9999,0.9862,0.8823,0.5137,0.2632,0.1092,0.0672,0.052,0.0442,0.0384,0
IPI00011619.4,0.9999,0.9557,0.9544,0.8231,0.4766,0.1572,0.0779,0.0645,0.0644,0.0479,0
IPI00025512.2,0.9999,0.8942,0.7377,0.6116,0.5936,0.3862,0.281,0.2528,0.21,0.1625,0
IPI00026337.1,0.9999,0.9903,0.9624,0.9915,0.9468,0.8163,0.79,0.7895,0.7676,0.5639,0
IPI00031519.3,0.9999,0.9591,1.0194,0.9151,0.772,0.4327,0.0959,0.0784,0.0624,0.0533,0
IPI00293276.10,0.9999,0.877,0.9592,0.9733,0.9311,0.8072,0.7975,0.696,0.6572,0.5688,0
IPI00297982.7,0.9999,0.9781,0.9347,0.9129,0.7716,0.5367,0.2251,0.1222,0.0892,0.0647,0
IPI00419979.3,0.9999,0.926,0.9506,0.9696,0.8761,0.7477,0.4039,0.167,0.0903,0.0687,0
IPI00550682.1,0.9999,1.0149,0.9173,0.6636,0.2998,0.1232,0.083,0.0658,0.0545,0.0419,0
IPI00604624.1,0.9999,1.0688,0.993,1.0678,0.9833,0.808,1.0441,1.0299,1.0685,0.7368,0
IPI00642374.1,0.9999,1.1249,1.0835,0.8936,0.6518,0.3549,0.2203,0.168,0.1373,0.1021,0
IPI00643591.5,0.9999,0.948,0.9776,0.9224,0.7659,0.4767,0.2108,0.1308,0.1019,0.0748,0
IPI00655631.1,0.9999,0.9035,0.7037,0.4343,0.2912,0.1881,0.1303,0.0875,0.0642,0.0403,0
IPI00790739.1,0.9999,1.0106,0.9877,0.9521,0.6381,0.197,0.0969,0.0747,0.0631,0.0549,0
IPI00797038.1,0.9999,0.9227,0.7717,0.4892,0.2965,0.1753,0.1004,0.0716,0.0556,0.0443,0
IPI00871851.2,0.9999,0.981,1.0049,0.9805,0.9087,0.7919,0.5681,0.5016,0.3558,0.1389,0
IPI00878984.1,0.9999,0.83,0.9566,1.0162,0.8962,0.9007,0.712,0.7295,0.5921,0.509,0
IPI00894143.1,0.9999,0.9078,0.9132,0.8221,0.73,0.6711,0.5233,0.4862,0.4539,0.3369,0
IPI00011126.6,0.9999,1.2709,1.2665,1.19,0.8973,0.4023,0.2473,0.1692,0.132,0.1054,0
IPI00013455.8,0.9999,0.9557,1.0069,0.9601,0.8897,0.8871,0.8425,0.8114,0.8051,0.5925,0
IPI00027444.1,0.9999,0.9942,1.0479,1.074,0.8547,0.3455,0.1142,0.0963,0.09,0.0707,0
IPI00028091.3,0.9999,1.0145,1.0345,1.0875,0.9625,0.7986,0.6167,0.3462,0.1054,0.072,0
IPI00030654.1,0.9999,1.0093,1.1569,1.1375,1.0127,0.7308,0.4227,0.314,0.236,0.1517,0
IPI00165949.2,0.9999,0.9505,0.996,0.9155,0.6898,0.3064,0.1615,0.1187,0.096,0.0751,0
IPI00171798.1,0.9999,1.0163,0.9071,0.6111,0.3332,0.132,0.0818,0.0691,0.0592,0.051,0
IPI00183002.6,0.9999,0.962,0.9355,0.7611,0.6554,0.5924,0.5066,0.4597,0.48,0.3499,0
IPI00216219.3,0.9999,0.9368,0.925,0.7406,0.5544,0.3405,0.2059,0.1707,0.1539,0.1244,0
IPI00220219.6,0.9999,1.0475,1.0926,0.9603,0.6661,0.3184,0.1851,0.1361,0.1156,0.0925,0
IPI00293735.2,0.9999,1.0483,1.022,0.929,0.7289,0.4924,0.1746,0.1212,0.0904,0.0711,0
IPI00386119.4,0.9999,0.9914,1.0285,0.9879,0.9078,0.7598,0.6605,0.627,0.5858,0.4399,0
IPI00395627.3,0.9999,0.9649,0.9907,1.0373,0.8664,0.6283,0.2424,0.1627,0.1339,0.102,0
IPI00607554.1,0.9999,0.9106,0.8578,0.6159,0.4221,0.2304,0.1491,0.1163,0.1003,0.0726,0
IPI00719752.2,0.9999,0.9964,0.9824,0.7985,0.5789,0.3159,0.1792,0.1276,0.1132,0.084,0
IPI00844264.7,0.9999,0.9435,0.7142,0.4107,0.2542,0.1243,0.0852,0.0691,0.0644,0.052,0
IPI00909772.1,0.9999,1.0232,1.0813,0.9639,0.8118,0.4827,0.2027,0.1434,0.0919,0.0679,0
IPI00008943.3,0.9999,0.9771,0.8756,0.6453,0.3298,0.1542,0.1037,0.0888,0.0742,0.0629,0
IPI00020513.2,0.9999,0.9572,0.9951,0.9704,0.8879,0.768,0.7365,0.7197,0.7076,0.5841,0
IPI00024466.2,0.9999,0.9871,1.0233,0.9978,0.811,0.4587,0.1879,0.1313,0.1016,0.0722,0
IPI00025019.3,0.9999,1.1122,1.198,1.2858,1.2186,1.0512,0.9219,0.9481,0.9709,0.8035,0
IPI00025366.4,0.9999,0.9601,0.7745,0.5318,0.2394,0.086,0.0562,0.0477,0.0437,0.0382,0
IPI00069750.2,0.9999,0.9751,1.0189,1.0002,0.8853,0.5748,0.2042,0.1559,0.1258,0.0927,0
IPI00070643.6,0.9999,0.9736,0.9888,0.9934,0.9419,0.8028,0.6044,0.3464,0.176,0.1287,0
IPI00221106.5,0.9999,1.0718,1.1202,1.0345,0.8415,0.6788,0.5076,0.4115,0.4285,0.3038,0
IPI00337741.4,0.9999,1.0351,1.0388,1.0791,0.9806,0.8703,0.855,0.8298,0.5281,0.1236,0
IPI00339277.1,0.9999,0.9851,0.9943,0.9766,0.7948,0.6535,0.384,0.3267,0.2532,0.1839,0
IPI00412157.4,0.9999,1.0163,0.975,1.0095,0.8824,0.5637,0.1479,0.1024,0.082,0.0758,0
IPI00412672.1,0.9999,0.94,0.8385,0.418,0.205,0.0993,0.0637,0.0484,0.0452,0.0349,0
IPI00478231.2,0.9999,0.9447,0.9328,0.8236,0.5724,0.3031,0.1332,0.1074,0.0877,0.0647,0
IPI00549569.4,0.9999,0.9485,0.9875,0.9909,0.9221,0.842,0.7773,0.7344,0.6941,0.4926,0
IPI00551024.4,0.9999,1.0212,0.9892,0.9309,0.8013,0.5879,0.1759,0.0969,0.0819,0.069,0
IPI00783378.3,0.9999,0.9616,0.9589,0.8387,0.6868,0.4793,0.3323,0.2621,0.2331,0.1638,0
IPI00784161.1,0.9999,0.9624,0.9253,0.5607,0.3048,0.1497,0.0895,0.0706,0.0596,0.0442,0
IPI00000877.1,0.9999,0.9335,0.6872,0.4284,0.2915,0.1692,0.1221,0.1056,0.0888,0.0708,0
IPI00002460.3,0.9999,0.972,0.9804,0.9039,0.5714,0.166,0.1002,0.0875,0.0811,0.0629,0
IPI00003927.5,0.9999,1.046,0.9223,0.6853,0.3072,0.1357,0.0933,0.0758,0.066,0.0548,0
IPI00009268.2,0.9999,0.9795,0.9898,1.0253,0.927,0.8061,0.7504,0.7105,0.6908,0.5409,0
IPI00010157.1,0.9999,0.9949,0.949,0.8791,0.7108,0.5791,0.3472,0.2874,0.2682,0.2125,0
IPI00011285.1,0.9999,0.9429,0.8193,0.7536,0.6645,0.4627,0.3111,0.2424,0.1927,0.1138,0
IPI00012007.6,0.9999,0.9897,1.0133,1.0922,0.8964,0.6082,0.3526,0.2304,0.1063,0.0582,0
IPI00019812.1,0.9999,0.9887,0.9991,0.9923,0.8084,0.5946,0.3408,0.236,0.1857,0.129,0
IPI00019927.2,0.9999,1.1397,1.2196,1.2242,0.8867,0.392,0.2087,0.1604,0.1291,0.097,0
IPI00024661.4,0.9999,0.9813,0.9748,0.8263,0.3842,0.155,0.0874,0.0655,0.0554,0.0432,0
IPI00024664.1,0.9999,0.9006,0.9469,0.9553,0.8326,0.6334,0.2756,0.1751,0.1301,0.102,0
IPI00027808.1,0.9999,1.0162,0.905,0.536,0.3101,0.1417,0.0938,0.0722,0.0682,0.0529,0
IPI00029159.5,0.9999,0.9444,0.8708,0.8085,0.7768,0.5922,0.4838,0.3592,0.188,0.1014,0
IPI00029623.1,0.9999,1.1305,1.1921,1.2694,1.1386,0.9531,0.9108,0.9647,0.975,0.8427,0
IPI00219129.9,0.9999,0.9604,0.9673,0.981,0.9561,0.8721,0.8107,0.8451,0.8541,0.7843,0
IPI00221035.4,0.9999,0.9629,0.9916,1.0205,0.9509,0.8661,0.7615,0.7648,0.6349,0.464,0
IPI00290279.1,0.9999,1.0248,0.9821,1.0032,0.8805,0.5906,0.2463,0.1179,0.1034,0.0776,0
IPI00291510.3,0.9999,1.2135,1.2937,1.2403,0.8806,0.4679,0.2962,0.2428,0.2158,0.1773,0
IPI00299524.1,0.9999,0.9954,0.8942,0.4729,0.2368,0.0977,0.0627,0.0496,0.0423,0.0363,0
IPI00398009.2,0.9999,0.9983,0.9558,0.9223,0.7766,0.65,0.4065,0.223,0.1285,0.0816,0
IPI00553153.1,0.9999,1.0782,1.0856,1.2621,1.1371,1.1875,0.7882,1.0292,0.6599,0.6261,0
IPI00855787.1,0.9999,1.0546,1.0998,1.0352,1.0126,1.0355,0.8698,0.9089,0.8415,0.5459,0
IPI00902728.1,0.9999,0.972,0.84,0.704,0.385,0.1971,0.1129,0.0978,0.0772,0.0594,0
IPI00005715.5,0.9999,0.9788,0.9396,0.8274,0.6026,0.2905,0.1224,0.0878,0.0706,0.054,0
IPI00014312.1,0.9999,0.9287,0.9998,1.006,0.8696,0.5012,0.1017,0.0767,0.0634,0.0515,0
IPI00031522.2,0.9999,0.9819,0.888,0.611,0.3041,0.1182,0.0716,0.0599,0.051,0.0475,0
IPI00031557.2,0.9999,0.9663,0.971,1.0081,0.9219,0.8481,0.7862,0.8114,0.8263,0.668,0
IPI00299048.6,0.9999,0.8721,0.6225,0.3715,0.2469,0.0997,0.0666,0.0538,0.0458,0.0375,0
IPI00303318.2,0.9999,0.9795,0.9905,1.0385,0.965,0.8932,0.5323,0.1664,0.1389,0.1021,0
IPI00433169.2,0.9999,0.9138,0.7024,0.3902,0.2719,0.1392,0.0812,0.0663,0.0584,0.0475,0
IPI00440493.2,0.9999,0.7293,0.4786,0.2809,0.2052,0.094,0.076,0.0654,0.0599,0.06,0
IPI00456363.1,0.9999,0.9741,0.9667,0.9,0.6979,0.4948,0.2768,0.2201,0.1867,0.1398,0
IPI00479877.4,0.9999,1.023,0.9178,0.7642,0.439,0.1854,0.0871,0.0688,0.0509,0.0403,0
IPI00647217.2,0.9999,1.1515,1.341,1.2376,0.6861,0.3316,0.1974,0.1443,0.1299,0.099,0
IPI00784216.2,0.9999,0.8048,0.5624,0.3573,0.2664,0.1318,0.0769,0.0581,0.0542,0.0419,0
IPI00871686.1,0.9999,1.0796,0.9472,0.6771,0.4748,0.2692,0.1675,0.1114,0.0905,0.0733,0
IPI00908639.1,0.9999,0.9709,0.8745,0.5007,0.2194,0.1001,0.057,0.0513,0.0435,0.0357,0
IPI00005162.3,0.9999,0.9769,0.9744,1.0192,0.8757,0.6883,0.3946,0.1523,0.0725,0.0561,0
IPI00010414.4,0.9999,0.9699,0.9768,1.0283,0.9078,0.8142,0.7363,0.7538,0.6608,0.5407,0
IPI00011937.1,0.9999,1.0676,0.9717,1.0176,0.943,0.7103,0.9008,0.8748,0.8733,0.7313,0
IPI00023919.4,0.9999,1.1217,1.1357,1.0657,0.7905,0.3704,0.205,0.1491,0.1177,0.0905,0
IPI00028031.2,0.9999,0.9921,0.9973,0.9688,0.7969,0.5164,0.2895,0.1622,0.1085,0.0778,0
IPI00028275.2,0.9999,0.9051,0.6876,0.4404,0.3305,0.1728,0.1115,0.0854,0.0794,0.0736,0
IPI00033025.8,0.9999,0.9703,1.0363,1.0014,0.8578,0.5684,0.0857,0.0667,0.0583,0.0489,0
IPI00170935.1,0.9999,1.0243,0.9656,0.9369,0.7589,0.4331,0.1121,0.0866,0.0709,0.0609,0
IPI00298406.3,0.9999,0.9363,0.8831,0.4192,0.2148,0.109,0.0695,0.0571,0.0487,0.0396,0
IPI00300805.4,0.9999,0.9654,0.9674,0.9345,0.8744,0.6267,0.2335,0.1577,0.127,0.0985,0
IPI00329629.6,0.9999,1.1465,0.9322,0.5216,0.2579,0.1022,0.0652,0.049,0.0416,0.0391,0
IPI00429191.3,0.9999,1.0962,1.03,1.0298,0.5765,0.1544,0.1064,0.0832,0.0745,0.0574,0
IPI00448751.3,0.9999,0.9764,0.999,0.9583,0.8007,0.6016,0.4782,0.3821,0.3344,0.2535,0
IPI00550308.1,0.9999,0.9892,1.0065,0.9443,0.6936,0.2482,0.1284,0.1035,0.1017,0.0795,0
IPI00640197.1,0.9999,0.9872,0.8107,0.5193,0.3337,0.1728,0.0866,0.0646,0.0527,0.0424,0
IPI00647185.3,0.9999,0.9736,0.9971,0.9031,0.8072,0.6337,0.5197,0.4727,0.462,0.3631,0
IPI00719725.1,0.9999,0.9982,1.0207,0.9983,0.8728,0.7879,0.5299,0.3128,0.2592,0.171,0
IPI00748472.2,0.9999,0.9837,0.9693,0.7628,0.4022,0.1435,0.082,0.071,0.0627,0.0498,0
IPI00844214.1,0.9999,0.8339,0.6783,0.4478,0.3229,0.1642,0.1092,0.0917,0.0833,0.0602,0
IPI00854642.1,0.9999,0.8262,0.4254,0.2242,0.1583,0.0932,0.0617,0.0554,0.0427,0.0397,0
IPI00855856.2,0.9999,1.0435,1.062,1.0742,0.9461,0.6054,0.1259,0.1008,0.0826,0.0658,0
IPI00872152.1,0.9999,1.0437,1.2051,1.0335,0.9076,0.8819,0.6547,0.6476,0.6236,0.4299,0
IPI00007926.1,0.9999,0.9229,0.9805,0.9846,0.8509,0.6441,0.3777,0.2385,0.2002,0.1406,0
IPI00008240.2,0.9999,0.9919,0.5919,0.3408,0.2203,0.1006,0.059,0.0537,0.049,0.0431,0
IPI00008552.6,0.9999,1.0237,1.011,1.0564,0.9148,0.6951,0.3931,0.2096,0.1336,0.092,0
IPI00019178.2,0.9999,0.8652,0.966,0.9298,0.8886,0.8215,0.6452,0.5977,0.3841,0.1024,0
IPI00021700.3,0.9999,1.015,0.995,1.0389,0.8168,0.5528,0.3178,0.196,0.1375,0.1002,0
IPI00024364.2,0.9999,0.9526,1.0021,0.9512,0.7894,0.5109,0.2124,0.1179,0.0991,0.0729,0
IPI00024719.1,0.9999,0.9841,0.9848,0.806,0.4731,0.2609,0.2059,0.1524,0.0895,0.0698,0
IPI00024871.1,0.9999,0.8713,0.9753,0.9656,0.8404,0.6299,0.2273,0.1416,0.117,0.0826,0
IPI00030774.2,0.9999,0.93,0.9159,0.5504,0.3089,0.1474,0.0979,0.0718,0.0778,0.0486,0
IPI00044761.4,0.9999,0.9959,1.0039,1.013,0.9346,0.7601,0.4834,0.1935,0.1266,0.0955,0
IPI00106495.1,0.9999,0.9945,0.883,0.55,0.3095,0.1605,0.0977,0.0762,0.0688,0.0532,0
IPI00216319.3,0.9999,1.012,1.0223,1.0249,0.8584,0.5764,0.32,0.2239,0.1742,0.1312,0
IPI00292020.3,0.9999,0.9946,0.9202,0.579,0.2611,0.1157,0.069,0.0561,0.0493,0.0403,0
