Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,44C_cond1.1.1,44C_cond1.2.1,44C_cond1.3.1,44C_cond2.1.1,44C_cond2.2.1,44C_cond2.3.1,47.6C_cond1.1.1,47.6C_cond1.2.1,47.6C_cond1.3.1,47.6C_cond2.1.1,47.6C_cond2.2.1,47.6C_cond2.3.1,50.5C_cond1.1.2,50.5C_cond1.2.2,50.5C_cond1.3.2,50.5C_cond2.1.2,50.5C_cond2.2.2,50.5C_cond2.3.2,53.4C_cond1.1.2,53.4C_cond1.2.2,53.4C_cond1.3.2,53.4C_cond2.1.2,53.4C_cond2.2.2,53.4C_cond2.3.2,56.5C_cond1.1.2,56.5C_cond1.2.2,56.5C_cond1.3.2,56.5C_cond2.1.2,56.5C_cond2.2.2,56.5C_cond2.3.2,59.1C_cond1.1.2,59.1C_cond1.2.2,59.1C_cond1.3.2,59.1C_cond2.1.2,59.1C_cond2.2.2,59.1C_cond2.3.2,62.2C_cond1.1.1,62.2C_cond1.2.1,62.2C_cond1.3.1,62.2C_cond2.1.1,62.2C_cond2.2.1,62.2C_cond2.3.1,65.6C_cond1.1.1,65.6C_cond1.2.1,65.6C_cond1.3.1,65.6C_cond2.1.1,65.6C_cond2.2.1,65.6C_cond2.3.1,meanlog2Ratio37C,meanlog2Ratio44C,meanlog2Ratio47.6C,meanlog2Ratio50.5C,meanlog2Ratio53.4C,meanlog2Ratio56.5C,meanlog2Ratio59.1C,meanlog2Ratio62.2C,meanlog2Ratio65.6C,meanStDev,pValue_less37C,pValue_less44C,pValue_less47.6C,pValue_less50.5C,pValue_less53.4C,pValue_less56.5C,pValue_less59.1C,pValue_less62.2C,pValue_less65.6C,pValue_greater37C,pValue_greater44C,pValue_greater47.6C,pValue_greater50.5C,pValue_greater53.4C,pValue_greater56.5C,pValue_greater59.1C,pValue_greater62.2C,pValue_greater65.6C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
COPB1,IPI00295851.4,P53618,15,8,13,7,15,10,14,8,12,7,14,10,1,1,1,1,1,1,0.925639022,0.988943184,1.070816052,1.020142809,1.060191191,1.109173104,1.060554255,1.326870906,1.422064784,1.143305204,1.362953819,1.384655952,1.158922424,1.23887815,1.432006374,1.074905976,1.135433559,1.213636557,0.726943484,0.672155536,0.735441812,0.660807036,0.765976853,0.691015789,0.239704625,0.290935967,0.223580428,0.242207944,0.298483534,0.206279836,0.134128214,0.172916831,0.049466005,0.145658843,0.159430157,0.055225068,0.140034653,0.174368328,0.03595083,0.125070846,0.155093469,0.039557205,0.125017562,0.144458278,0.13171072,0.098407193,0.129412246,0.124562444,0.111794294,0.157127456,0.171832747,0.107486367,0.137289316,0.159713517,0.038961989,0.036213727,-0.157688668,-0.013000332,-0.021417657,-0.117153748,-0.169000075,,-0.150117261,0.093256856,0.823164137,0.758437834,0.030461014,0.45498451,0.349008114,0.701282307,0.294225174,0.065640729,0.049293356,0.176835863,0.241562166,0.969538986,0.54501549,0.650991886,0.298717693,0.705774826,0.934359271,0.950706644,-0.157688668,0.090112743,2,7,1,3,51.3,50.95611222,51.3,50.95611222,51.47194389,51.01342685,0.979682272,0.91019497,0.857150137,0.990006626,0.940980161,0.929579148,53.04809619,-0.038209753,0.857414004,,-0.25774264,0.210790041,0.176835863,0.542389842,1,1
CORO1A,IPI00010133.3,P31146,4,2,7,4,6,3,3,2,6,4,5,3,1,1,1,1,1,1,0.711539597,1.162234318,1.170877966,0.987485266,0.951409932,1.135173175,0.92916024,1.305439623,1.382962152,0.879820017,1.303905105,1.319070222,0.904826842,1.355610165,1.39776404,0.837433439,1.223565241,1.144198927,0.295576396,0.289170403,0.389327231,0.249953182,0.310206484,0.302460001,0.153364617,0.162721239,0.178420399,0.159088598,0.132966761,0.16234513,0.121222376,0.090781755,0.109516282,0.108584919,0.107645445,0.08981278,0.055728086,0.103181589,0.076259758,0.056382723,0.073341766,0.067659403,0.089445235,0.110164186,0.15319908,0.100870256,0.119744516,0.102797225,0.233576488,0.127692892,0.219516829,0.22843668,0.090882998,0.222085575,0.007731692,-0.049552052,-0.182767158,-0.168267704,-0.124896208,,,-0.575606315,-0.007658298,0.143129883,0.526105023,0.088138321,0.038688658,0.17531461,0.168133964,0.359529603,0.1415899,0.367275745,0.20312048,0.473894977,0.911861679,0.961311342,0.82468539,0.831866036,0.640470397,0.8584101,0.632724255,0.79687952,-0.182767158,0.02552277,3,2,1,3,49.29398798,50.21102204,50.3256513,48.66352705,50.21102204,50.21102204,0.982004622,0.907303213,0.871104547,0.9619801,0.962057166,0.958459478,50.64088176,-0.248363393,0.704949733,,-0.288153995,0.100873339,0.473894977,0.964918561,1,1
CORO1C,IPI00867509.1,Q9ULV4,,1,,,,,,1,,,,,,1,,,,,,0.951232873,,,,,,,,,,,,,,,,,0.750502138,,,0.633137036,,,0.644465552,,,0.7441596,,,0.420227027,,,0.472299098,,,0.325936997,,,0.435956113,,,,,,,,,,,,,,,-0.072129523,,,-0.245338391,0.207508825,0.168531828,0.419589787,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.36933868,,,57.26072144,,,0.993800545,,,0.863619378,,,,1.891382766,,,,,,,0,0
CPD,IPI00027078.3,O75976,15,15,17,18,15,18,15,14,16,17,14,17,1,1,1,1,1,1,0.856840047,1.029916899,0.891828131,1.02593322,0.819928273,0.901695116,1.070146377,1.100780569,1.075428727,1.109302012,1.027455528,1.024483632,1.024927442,1.057354754,1.066244367,1.034634295,1.006477394,0.977944758,0.835235307,0.870338422,0.869810118,0.801600822,0.85384861,0.793722937,0.613648508,0.669698438,0.712665202,0.65840698,0.648792522,0.646321674,0.414973182,0.474868272,0.495304421,0.478445801,0.470078214,0.422245266,0.306742938,0.41708459,0.386813555,0.382789575,0.410869084,0.348230304,0.273106399,0.355478304,0.416201973,0.318200826,0.325995202,0.320068221,0.317583313,0.350688868,0.372802142,0.331421033,0.26061466,0.345803461,-0.124053098,-0.039207295,-0.060752944,-0.072986631,-0.028386474,-0.013174465,0.048754526,-0.094446891,-0.158400394,0.163568086,0.037676366,0.243184122,0.135189509,0.07110247,0.363177143,0.463057768,0.619164373,0.320561259,0.192463832,0.962323634,0.756815878,0.864810491,0.92889753,0.636822857,0.536942232,0.380835627,0.679438741,0.807536168,-0.124053098,0.037279269,3,1,1,1,53.01943888,53.36332665,53.53527054,54.22304609,54.6242485,53.6498998,0.988067709,0.977266345,0.977869319,0.907569971,0.947967077,0.960461482,57.1747495,0.859719439,0.055245175,,-0.216954566,0.119293662,0.037676366,0.22442698,1,1
CPM,IPI00026270.1,P14384,17,23,19,19,18,18,14,16,16,16,12,13,1,1,1,1,1,1,1.045352405,1.032773139,1.022153763,0.995950755,1.034106577,1.011621869,1.067833161,1.003711901,1.05001227,1.089219627,1.024193123,1.073978849,1.017846955,0.949287127,0.936408968,1.010428492,0.977465467,1.008894828,0.875557511,0.825187388,0.835496191,0.902715564,0.8790173,0.879544578,0.804566393,0.738216599,0.788317091,0.808343614,0.78644156,0.809558506,0.593177197,0.559788941,0.574431064,0.630521817,0.571175187,0.642278438,0.495051962,0.506226348,0.496852049,0.517827186,0.515143684,0.49945229,0.37343779,0.381647447,0.418993264,0.385906501,0.37851009,0.4254338,0.296315153,0.267781884,0.315718141,0.313919165,0.223858284,0.328099547,0.033554388,0.030103523,0.046404307,0.069787591,0.045470631,0.092732857,0.032537863,0.019160748,-0.039905172,0.052005744,0.988916877,0.9991571,0.846357705,0.981605513,0.896735137,0.93209042,0.902462563,0.80967106,0.375312829,0.011083123,0.0008429,0.153642295,0.018394487,0.103264863,0.06790958,0.097537437,0.19032894,0.624687171,0.069787591,0.000150652,3,1,1,4,56.28637275,56.9741483,56.11442886,56.57294589,58.23507014,56.34368737,0.985567326,0.993288905,0.985284144,0.990957271,0.993114058,0.990370253,65.31342685,0.592251169,0.414575373,,0.018105763,0.008268815,0.011083123,0.116728033,1,1
CPNE1,IPI00894409.1,B0QZ18,5,3,4,2,4,3,5,3,4,2,4,3,1,1,1,1,1,1,0.772531913,0.961996196,1.074943836,0.967464112,0.989022539,1.103798507,1.08678671,1.416309751,1.489098449,1.03090315,1.337259042,1.342020425,1.137117309,1.382165269,1.449498559,0.96803258,1.237395801,1.183657772,0.714610354,0.665788901,0.77288803,0.572909459,0.672778702,0.609129956,0.135593642,0.291340054,0.306024217,0.206936609,0.319047382,0.302821874,0.03986238,0.097773842,0.166121395,0.054324148,0.127586796,0.142891087,0.067695403,0.095774741,0.161641241,0.060844865,0.07231612,0.146239433,0.085366303,0.190869104,0.201082268,0.069519826,0.199423144,0.176450396,0.052579389,0.137555925,0.098434448,0.047966757,0.114033451,0.07779072,-0.040856165,-0.103016799,-0.228059519,-0.215763937,0.241929864,-0.217321958,-0.144462952,-0.062636974,,0.165743893,0.302939036,0.024316195,0.013571496,0.101520532,0.835760757,0.781983912,0.055486052,0.158958017,0.027755309,0.697060964,0.975683805,0.986428504,0.898479468,0.164239243,0.218016088,0.944513948,0.841041983,0.972244691,-0.331076318,0.005261367,3,1,2,2,51.12805611,51.01342685,51.64388778,50.8987976,51.47194389,50.95611222,0.984707419,0.857840486,0.822767737,0.995855916,0.892440591,0.898861658,53.50661323,-0.152839011,0.596475949,,-0.468000652,0.042090934,0.302939036,0.768237554,1,1
CPNE3,IPI00024403.1,O75131,1,,,,2,,1,,,,2,,1,,,,1,,0.72464629,,,,0.902304072,,0.923987864,,1.207929917,0.87783955,,1.138796126,1.202053874,,1.245916186,0.999922643,,1.080125375,,,,,,,,,,,,,,,,,,,,,,,,,0.259141958,,0.307794294,0.26532096,,0.270418793,0.212894056,,0.278397606,0.179839557,,0.228845304,-0.306482763,-0.079471948,-0.235810701,,,,,-0.076387524,-0.263099702,0.091523407,0.151650933,0.02221463,0.0400168,,,,,0.307311252,0.023758777,0.848349067,0.97778537,0.9599832,,,,,0.692688748,0.976241223,-0.315282648,0.0071343,2,2,2,2,60.18376754,,59.83987976,60.81422846,,60.24108216,0.943299489,,0.887181598,0.931445673,,0.766031587,61.8745491,0.515831663,0.262691272,,-0.448848506,,0.151650933,,0,0
CPVL,IPI00301395.4,Q9H3G5,1,1,,,,,1,1,,,,,1,1,,,,,0.857565115,1.868598023,,,,,1.304746782,,,0.981453416,,,1.504907647,,,1.210866692,,,1.72421127,,,1.33525769,,,0.976057946,,,1.112303067,,,1.139188154,,,0.932344957,,,0.891598618,,,1.135521019,,,0.96817966,,,0.625716161,,,0.580583552,,,0.658230606,,,0.340137186,-0.410778146,-0.313634911,-0.368818368,0.188511225,-0.28907031,0.348888125,-0.629766418,0.181089408,0.794532136,0.673286681,,,,,,,,,0.326713319,,,,,,,,,0.340137186,0.326713319,1,1,1,1,,,,63.33607214,,,0.047882476,,,0.62197573,,,,,,,0.345944386,,0.326713319,,0,0
CR1,IPI00412546.3,E9PDY4,,1,,2,1,2,,1,,2,1,2,,1,,1,1,1,,3.347418996,,1.022186853,0.80449801,0.977897938,,,1.04067852,,,1.30601071,,,1.254499219,,,1.246269994,5.537237297,0.807815509,1.253753951,1.632927921,0.875753655,1.10379847,4.768440242,0.755344431,0.836120597,2.28531791,0.778544599,0.944224549,4.584243296,0.666021127,0.952422464,2.377938769,0.708539095,0.600390513,4.247946379,0.658934281,0.839420157,4.781203076,0.658637116,0.695825154,,,1.03693801,,,1.086442395,,,0.847950998,,,0.778105073,0.357156162,0.327642258,-0.009494923,-0.609661145,-0.280686194,-0.507797666,-0.033570305,0.067282033,-0.124015911,0.67647905,0.749543808,,,0.202560745,0.274173923,0.121212994,0.409133884,,,0.250456192,,,0.797439255,0.725826077,0.878787006,0.590866116,,,-0.507797666,0.154852685,3,4,1,6,,51.12805611,,,52.79018036,53.59258517,,0.992217641,,,0.9992081,0.367254701,,2.063326653,,,-0.682301264,,0.250456192,,0,0
CREG1,IPI00021997.1,O75629,,,1,,1,,,,1,,1,,,,1,,1,,,,0.854959512,,1.014805721,,,1.106341255,1.326170985,,0.999093099,1.242015134,,0.991106992,1.259252972,,0.467178244,0.864707329,,,,,,,,,,,,,,,,,,,,,,,,,,1.667829504,0.97760477,,1.797891088,0.852488816,,2.32436272,1.914350386,,2.77380662,1.605159742,-0.102434219,-0.120844739,-0.813676015,,,,,-0.044618302,0.000446978,0.234427762,0.279767575,0.068112733,0.102474952,,,,,0.409651589,0.500558861,0.720232425,0.931887267,0.897525048,,,,,0.590348411,0.499441139,-0.120844739,0.054476581,2,2,1,2,,,,,,,,0.46253537,0.224710883,,,0.719724295,37,,,1,-0.21306396,,0.279767575,,0,0
CRELD2,IPI00794252.1,Q6UXH1,3,2,2,2,1,2,3,2,2,2,1,2,1,1,1,1,1,1,0.861704498,1.066896355,0.989784831,0.9660511,0.915378055,0.963876178,1.09252382,1.078664909,1.079244859,1.080691445,1.065394667,1.059257141,1.10087157,1.1378727,1.176126102,1.083174509,1.068772848,1.026494367,1.166253203,0.985188986,1.13762159,1.20938308,1.024834729,1.018159593,1.088011618,0.966426322,1.084424815,1.154583859,0.934123217,1.057322132,0.952875593,0.886234872,1.034696554,0.925021757,0.775136154,0.959278208,1.009836206,0.956086485,1.048996195,0.999188149,0.917185208,0.97693137,0.880906019,1.074702985,1.114115614,1.188475994,0.961982471,0.829269999,0.995303864,0.787780829,0.861551951,0.988582437,0.82954747,0.900801579,-0.061099544,-0.020179407,-0.103360474,-0.01691597,3.90E-05,-0.115075487,-0.059300467,-0.051262629,0.043008675,0.111114167,0.105101414,0.014012848,0.088229367,0.417592811,0.500321058,0.059116243,0.071566826,0.429245163,0.876609809,0.894898586,0.985987152,0.911770633,0.582407189,0.499678942,0.940883757,0.928433174,0.570754837,0.123390191,-0.020179407,0.006495206,3,1,1,2,,,,,,,,0.479212625,,,,,,,,,-0.090992448,,0.105101414,,0,0
CRTAP,IPI00748502.2,O75718,4,,3,3,3,1,4,,3,3,3,1,1,,1,1,1,1,1.025522598,,1.059519369,1.057860148,0.903031597,0.941528302,1.012720996,1.161446368,1.091655938,1.116930685,1.107388602,1.147546667,0.980206228,1.18016409,1.138369262,1.048726723,1.0265599,0.955961228,,0.762045925,0.793024491,,0.737497347,0.745244713,,0.613940257,0.61983124,,0.500617122,0.628574501,,0.426921551,0.375769733,,0.42940061,0.374308126,,0.361276576,0.303205057,,0.367231532,0.280021547,0.258365634,0.187293603,0.222114031,0.274670899,0.179058354,0.209566837,0.312606382,0.182502739,0.180557806,0.292087871,0.154333744,0.177354383,-0.006631421,0.048192176,-0.118544228,-0.068445636,-0.137091179,0.001365377,-0.045584877,-0.02015734,-0.121878391,0.107231644,0.447114046,0.741429874,0.1952016,0.09563231,0.27181598,0.561421456,0.31452483,0.373491716,0.097474186,0.552885954,0.258570126,0.8047984,0.90436769,0.72818402,0.438578544,0.68547517,0.626508284,0.902525814,-0.068445636,0.102709835,3,3,1,4,48.43426854,,53.59258517,,53.01943888,53.36332665,0.997319719,,0.962371484,,0.964728469,0.978161789,58.95150301,2.177955912,0.488166164,,-0.149522344,0.232112621,0.447114046,0.945037565,1,1
CRYL1,IPI00006443.3,Q9Y2S2,,1,,1,1,,,1,,1,1,,,1,,1,1,,,0.946355074,,1.166299333,1.093221008,,,,1.401773138,,,1.861028484,,,1.433839249,,,1.804675112,0.671055392,0.958742645,,0.809019569,0.937230275,,0.616375603,0.636523267,,0.540228707,0.731851341,,0.214087716,0.225647871,,0.265415124,0.393184432,,0.08695267,0.232883403,,0.204591631,0.165574457,,,,0.261495537,,,0.303424389,,,0.26807577,,,0.048548028,0.090325562,0.408847253,0.331855849,0.118501347,0.005548961,0.555590799,0.371158601,0.214550731,-2.465156219,0.442647088,0.791285307,,,0.711553173,0.509019004,0.867539246,0.629248064,,,0.208714693,,,0.288446827,0.490980996,0.132460754,0.370751936,,,0.555590799,0.197112687,2,6,1,6,53.42064128,53.53527054,54.79619238,52.61823647,54.96813627,61.33006012,0.954793997,0.998012147,0.741019929,0.998171177,0.997625528,0.606652405,56.60160321,2.388109552,0.416729158,,0.607213564,,0.208714693,,0,0
CS,IPI00025366.4,O75390,12,13,13,13,12,13,11,12,12,12,11,12,1,1,1,1,1,1,0.897776648,1.014523127,0.963822005,0.958306792,0.921380132,1.02159657,0.988342454,1.121328844,1.152546139,1.034303138,1.03677301,1.09497451,0.989026641,1.062727219,1.095994787,0.96570657,1.008055105,1.012875827,0.828114327,0.80484009,0.854964959,0.744944425,0.783144158,0.776905436,0.443412943,0.454417554,0.463887303,0.482706927,0.451389903,0.41727872,0.174024413,0.168019116,0.14285455,0.153178424,0.161278905,0.139710361,0.054507029,0.0739787,0.043834568,0.060648559,0.069680156,0.038624146,0.092850021,0.066851488,0.102311912,0.096605976,0.073227121,0.083798618,0.114977651,0.058712205,0.110595841,0.109897333,0.064955256,0.104139017,-0.056112941,-0.040486808,-0.074801645,-0.110082571,-0.013303594,-0.121572125,,,,0.082520971,0.060840928,0.266556186,0.041220395,0.045250842,0.441232627,0.094536858,0.369415977,0.410844217,0.490156616,0.939159072,0.733443814,0.958779605,0.954749158,0.558767373,0.905463142,0.630584023,0.589155783,0.509843384,-0.184884216,0.01866282,3,2,2,3,52.6755511,52.84749499,52.90480962,52.84749499,52.90480962,52.61823647,0.997343553,0.98619337,0.977953062,0.989751048,0.992268249,0.982591537,56.14308617,-0.019104876,0.872158161,,-0.290721239,0.087825038,0.060840928,0.309749478,1,1
CSF2RA,IPI00855945.1,P15509,7,5,7,6,8,6,5,4,5,5,7,5,1,1,1,1,1,1,1.01087784,1.056357989,0.978752836,0.990562863,1.014481809,1.049729139,1.020972789,0.963278076,1.061694722,1.025137666,0.971341968,1.063952426,0.970874392,0.902737431,0.934055251,0.961910451,0.916666619,0.96652506,0.809737183,0.873864464,0.811800451,0.815649997,0.825074285,0.854999974,0.612098299,0.595539648,0.616313683,0.62002324,0.614618125,0.635138552,0.443610715,0.42093425,0.450048267,0.428882983,0.427686067,0.473981465,0.371085462,0.384612539,0.386115917,0.435961492,0.429405254,0.415227114,0.316635755,0.324836511,0.355379913,0.342980213,0.33764188,0.356557766,0.265788025,0.231688061,0.271400875,0.271025856,0.231885238,0.277620306,0.023467423,0.006988286,0.019335964,0.0008034,0.035819403,0.016332691,0.165416631,0.058618306,0.020689793,0.041404168,0.875911428,0.940763227,0.800878505,0.506204497,0.973160141,0.653532633,0.976750045,0.896062851,0.915163989,0.124088572,0.059236773,0.199121495,0.493795503,0.026839859,0.346467367,0.023249955,0.103937149,0.084836011,0.165416631,0.009338854,3,7,1,7,53.19138277,53.47795591,53.07675351,53.01943888,53.6498998,53.42064128,0.996431249,0.986566889,0.989738781,0.990588799,0.98832847,0.991003285,58.83687375,0.114629259,0.629094792,1,0.134070031,0.056201101,0.124088572,0.443745308,1,1
CSF3R,IPI00216365.1,Q99062,,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,1.004449943,1.062262291,0.978180146,1.018306421,1.106376251,,0.858593707,0.870061805,,0.896751555,0.947122625,,0.679194865,0.680674268,,0.727468728,0.669164937,0.582063561,0.491765472,0.456719122,0.521697213,0.43620029,0.529105767,0.417104723,0.269785808,0.247854965,0.315397467,0.287145954,0.340761077,0.21294683,0.184438835,0.228434123,0.22411456,0.186868011,0.209625941,0.217991724,0.189041499,0.181782865,0.233442274,0.221832303,0.243088512,,0.103561247,0.141559755,,0.148616874,0.174730049,,0.131985566,0.209974665,,0.152744732,0.154155582,0.046746328,0.092583041,0.037228481,-0.039564913,0.0486652,-0.010446871,0.249608157,0.303716569,-0.117542839,0.197265593,0.894808788,0.900721242,0.672511605,0.391605942,0.568223463,0.437805526,0.942359397,0.917969872,0.390555827,0.105191212,0.099278758,0.327488395,0.608394058,0.431776537,0.562194474,0.057640603,0.082030128,0.609444173,0.249608157,0.065161037,3,6,1,7,50.84148297,49.29398798,48.60621242,49.63787575,48.89278557,49.29398798,0.992731137,0.994862865,0.992670257,0.999168556,0.994963202,0.992593366,56.08577154,-0.305678023,0.6828537,1,0.236164632,,0.105191212,,0,0
CSK,IPI00013212.1,P41240,3,0,3,2,3,2,3,0,3,2,3,2,1,,1,1,1,1,0.734147932,,0.929147947,0.95025116,0.842707351,1.075009784,1.007901448,1.161579102,1.340454512,1.010495482,1.226305998,1.262960678,0.966372782,1.060530011,1.073558851,0.901264564,0.871209418,0.947025987,,0.283664179,0.199795844,,0.433005436,0.193947962,,0.260652851,0.076151059,,0.259595696,0.021332155,,0.183961586,0.001015503,,0.187977776,0.029735236,,0.140966273,0.033424567,,0.129502616,0.020294265,0.117760516,0.085175822,0.006596268,0.092866648,0.076848837,0.018435372,0.155196881,0.035173794,0.007822393,0.158334496,0.038723477,0.010861737,-0.153608574,-0.001324212,-0.188416168,0.283672103,-0.005863176,0.031157566,,,0.028876048,0.210368139,0.085173191,0.490135351,0.035385844,0.727680431,0.248983405,0.752035676,0.196401237,0.687229329,0.874430959,0.914826809,0.509864649,0.964614156,0.272319569,0.751016595,0.247964324,0.803598763,0.312770671,0.125569041,-0.188416168,0.04248081,3,1,1,3,48.26232465,50.15370741,,48.26232465,50.21102204,50.21102204,0.999116767,0.964838745,,0.989280602,0.928096563,0.94631206,51.32865731,0.353440214,0.768149764,,-0.29500425,0.128526034,0.085173191,0.36719109,1,1
CST3,IPI00032293.1,P01034,3,3,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1.066640466,0.980656423,1.056078432,0.938944973,1.093490764,0.952912561,1.057152282,1.29874929,1.061951166,1.129573593,1.093266219,0.854327839,1.136625473,1.535582877,0.892188385,1.051934133,1.160119815,0.87697409,1.191369746,0.957303823,1.044078777,1.193796208,0.998353113,0.901609114,1.159970467,0.880419187,1.052577761,1.215879515,0.691902979,0.900328218,0.965668039,0.642763146,0.77690053,0.970466837,0.491771961,0.729787827,0.923267571,0.678314069,0.791100162,0.978483739,0.755866014,0.741324175,0.677539608,0.891089608,0.606453717,0.846210447,0.739348284,0.488991989,0.930904266,0.882061127,0.787184676,1.079899228,0.848224469,0.734881216,0.018679987,-0.155579626,-0.180346431,-0.049382636,-0.168370836,-0.156466319,0.04874012,-0.086397297,0.019522794,0.191731677,0.678142449,0.172624964,0.128474922,0.305759216,0.152686566,0.15847863,0.710515506,0.356495593,0.569664045,0.321857551,0.827375036,0.871525078,0.694240784,0.847313434,0.84152137,0.289484494,0.643504407,0.430335955,-0.180346431,0.115188645,3,3,1,3,59.20941884,53.36332665,56.11442886,,51.01342685,59.26673347,0.412201871,0.331724721,0.793405842,,0.746854374,0.646292368,55.28336673,-1.088977956,0.791503674,,-0.285218508,,0.321857551,,0,0
CST7,IPI00216569.2,O76096,5,5,5,4,5,5,5,5,5,4,5,5,1,1,1,1,1,1,0.98025723,1.047872736,1.186237657,0.958037397,0.950429,1.041624475,1.034978394,1.168765538,1.118221304,1.131266395,1.203755963,1.036555433,1.137797393,1.276352211,1.063613686,1.086402984,1.048744412,0.990601793,1.093177274,1.055018195,1.179876656,1.10154673,1.013305345,1.029834193,1.059176952,0.999860147,1.094797995,1.087053695,0.941593632,0.982688876,0.93129922,0.869326072,0.949284193,0.962786582,0.84607678,0.814139012,1.008140134,1.046934062,1.032426221,1.054203904,0.974518096,0.867563205,0.949181444,1.030682517,1.056692667,0.988332971,0.930608703,0.73879997,2.029626157,1.610663762,1.957156435,1.90477485,1.655014382,1.956306774,0.034788127,0.020495661,-0.150881605,-0.081139851,-0.068333417,-0.070900821,-0.096649956,-0.201780091,-0.017677197,0.134793062,0.746026747,0.602050591,0.076655491,0.157170655,0.175214865,0.233090031,0.200009387,0.176439014,0.346337517,0.253973253,0.397949409,0.923344509,0.842829345,0.824785135,0.766909969,0.799990613,0.823560986,0.653662483,-0.150881605,0.07357737,3,3,1,3,,,,,,,0.652530001,0.629942761,0.636403584,0.696898433,0.777652379,,,,,,-0.249488075,,0.253973253,0.689102253,0,1
CTNS,IPI00644266.1,O60931,2,,,2,1,2,2,,,2,1,2,1,,,1,1,1,0.910484282,,,0.897773722,0.659268999,0.969882323,1.095149153,,0.765368514,1.147557125,,1.009114587,1.42777963,,0.885155591,1.156148915,,0.860611888,,1.025011849,1.045492652,,0.869289259,1.07440955,,0.919408724,0.903171891,,0.902017281,0.966249464,,0.68401261,0.859864877,,0.693768903,0.744564333,,0.929300824,0.899147392,,0.757920898,0.695725016,1.168833046,,2.410245687,1.416963109,,1.512146548,2.470573952,,4.722685598,2.687958962,,4.363663733,-0.23401236,0.233151075,-0.172507197,-0.099185626,0.03492192,-0.093640603,-0.332069415,-0.197424462,0.003798654,0.223151867,0.078642845,0.803314622,0.207832716,0.302228443,0.66224873,0.281210937,0.036240257,0.374652697,0.510255107,0.921357155,0.196685378,0.792167284,0.697771557,0.33775127,0.718789063,0.963759743,0.625347303,0.489744893,-0.332069415,0.036240257,1,7,1,7,,53.47795591,,,54.33767535,,0.273697231,0.578154401,0.174304772,0.28171037,0.908781761,0.22144014,37,0.859719439,,1,-0.469204929,,0.078642845,,0,0
CTSB,IPI00295741.4,P07858,2,1,,1,2,,2,1,,1,2,,1,1,,1,1,,1.003201044,1.192086407,,1.076649634,0.933252473,,1.139209865,,1.119983848,1.194174458,,1.105651402,1.284426697,,1.292989588,1.234714392,,1.141774136,1.479911505,1.137134002,,1.450988628,1.151107631,,1.281959502,1.097252976,,1.139593105,0.939041167,,0.698502763,0.77002681,,0.713132763,0.761709723,,0.739804468,0.915693302,,0.64350667,0.871526002,,0.675005104,,0.878988564,1.05528733,,0.77445863,1.349080258,,0.96297033,1.267087444,,0.898882006,0.066246935,0.024699369,-0.118190282,-0.005427118,-0.19723388,0.00711875,-0.136254837,0.231004665,-0.094909843,0.12056464,0.778170554,0.665069313,0.152177778,0.426387144,0.043941976,0.596386929,0.141559789,0.662115141,0.01491273,0.221829446,0.334930687,0.847822222,0.573612856,0.956058024,0.403613071,0.858440211,0.337884859,0.98508727,-0.19723388,0.01491273,1,9,1,5,,,,,53.42064128,,,,,,0.795843695,,,,,,-0.305697022,,0.221829446,,0,0
